id,fold,subject,failure_type,true_step_index,predicted_step_index,predicted_step_probability,n_steps,correct
gsm8k-173,0,gsm8k,unknown,0,1,0.6499871035151596,5,0
gsm8k-174,1,gsm8k,unknown,2,1,0.7604524517003866,4,0
gsm8k-175,2,gsm8k,unknown,0,3,0.5883779526844736,5,0
gsm8k-176,0,gsm8k,unknown,5,1,0.5453828003397446,7,0
gsm8k-177,3,gsm8k,unknown,0,0,0.6424333346242199,4,1
gsm8k-178,2,gsm8k,unknown,1,1,0.7718017291523823,4,1
gsm8k-179,4,gsm8k,unknown,1,1,0.7550946008403063,5,1
gsm8k-18,0,gsm8k,unknown,3,1,0.7062286070350876,4,0
gsm8k-180,1,gsm8k,unknown,1,1,0.6614197792007831,5,1
gsm8k-181,4,gsm8k,unknown,3,1,0.5274196532857204,8,0
gsm8k-182,0,gsm8k,unknown,2,1,0.6852143958955703,5,0
gsm8k-183,4,gsm8k,unknown,1,1,0.7806487125394883,5,1
gsm8k-184,3,gsm8k,unknown,2,1,0.8224870144672805,3,0
gsm8k-185,0,gsm8k,unknown,3,2,0.6414513033238115,5,0
gsm8k-186,3,gsm8k,unknown,2,3,0.6986438395189318,5,0
gsm8k-187,4,gsm8k,unknown,2,1,0.7095371072333243,6,0
gsm8k-188,2,gsm8k,unknown,0,0,0.8640235002665275,5,1
gsm8k-189,1,gsm8k,unknown,3,3,0.6327614209905357,6,1
gsm8k-19,2,gsm8k,unknown,0,1,0.7359519516752182,4,0
gsm8k-190,4,gsm8k,unknown,3,3,0.5639949594238962,10,1
gsm8k-191,0,gsm8k,unknown,1,3,0.5926767813889237,6,0
gsm8k-192,1,gsm8k,unknown,2,0,0.4371558041615322,8,0
gsm8k-193,2,gsm8k,unknown,3,2,0.5452291214592652,8,0
gsm8k-194,4,gsm8k,unknown,2,1,0.7080718895525417,4,0
gsm8k-195,1,gsm8k,unknown,1,1,0.6437486592804645,5,1
gsm8k-196,3,gsm8k,unknown,2,1,0.7978186974554412,4,0
gsm8k-197,4,gsm8k,unknown,2,4,0.5606358991248925,7,0
gsm8k-198,4,gsm8k,unknown,4,1,0.6912271121006326,6,0
gsm8k-199,1,gsm8k,unknown,2,1,0.7717777613355694,3,0
gsm8k-2,3,gsm8k,unknown,1,1,0.6747089273710729,4,1
gsm8k-20,2,gsm8k,unknown,0,0,0.6659532348289935,3,1
gsm8k-208,4,gsm8k,unknown,4,1,0.6588469321907403,5,0
gsm8k-21,3,gsm8k,unknown,5,1,0.6793722730908449,7,0
gsm8k-22,1,gsm8k,unknown,5,1,0.448969091418099,7,0
gsm8k-23,1,gsm8k,unknown,1,1,0.6535830375382896,6,1
gsm8k-24,2,gsm8k,unknown,1,1,0.6729862820884814,4,1
gsm8k-25,2,gsm8k,unknown,3,1,0.7371165091178552,4,0
gsm8k-26,1,gsm8k,unknown,0,1,0.8251115600261945,4,0
gsm8k-264,4,gsm8k,unknown,1,1,0.7683139672473539,4,1
gsm8k-27,0,gsm8k,unknown,0,1,0.6710881177592602,4,0
gsm8k-28,0,gsm8k,unknown,1,1,0.729850743128954,4,1
gsm8k-29,1,gsm8k,unknown,1,0,0.6329898969576377,4,0
gsm8k-290,1,gsm8k,unknown,0,0,0.8416741636301511,2,1
gsm8k-293,0,gsm8k,unknown,0,1,0.6963881345727672,4,0
gsm8k-3,1,gsm8k,unknown,2,1,0.7604524517003866,4,0
gsm8k-30,2,gsm8k,unknown,2,0,0.7753893672548635,3,0
gsm8k-307,3,gsm8k,unknown,1,1,0.8072108139857168,4,1
gsm8k-31,2,gsm8k,unknown,6,2,0.501092828496732,7,0
gsm8k-312,3,gsm8k,unknown,0,0,0.7288302382638053,3,1
gsm8k-32,2,gsm8k,unknown,2,3,0.6443562439084525,5,0
gsm8k-33,1,gsm8k,unknown,2,2,0.6423514097215148,5,1
gsm8k-34,0,gsm8k,unknown,3,1,0.7158442283278122,4,0
gsm8k-35,4,gsm8k,unknown,3,0,0.5957137753260515,5,0
gsm8k-36,2,gsm8k,unknown,3,1,0.6665631656614637,5,0
gsm8k-37,3,gsm8k,unknown,1,1,0.6773969518984869,4,1
gsm8k-38,2,gsm8k,unknown,5,2,0.6768913653537624,8,0
gsm8k-39,3,gsm8k,unknown,2,1,0.7512311866160308,5,0
gsm8k-399,2,gsm8k,unknown,0,1,0.7396075909113928,6,0
gsm8k-4,3,gsm8k,unknown,2,1,0.6926690892939504,5,0
gsm8k-40,2,gsm8k,unknown,1,2,0.7518083192612908,4,0
gsm8k-41,1,gsm8k,unknown,1,2,0.6244774196825846,6,0
gsm8k-42,1,gsm8k,unknown,3,1,0.6475732839757321,7,0
gsm8k-43,1,gsm8k,unknown,1,1,0.7801876540450823,5,1
gsm8k-44,4,gsm8k,unknown,0,1,0.7502928666277393,3,0
gsm8k-45,3,gsm8k,unknown,3,3,0.5576841501839855,5,1
gsm8k-46,2,gsm8k,unknown,3,1,0.7905672244415536,5,0
gsm8k-47,1,gsm8k,unknown,3,1,0.6329882936103127,6,0
gsm8k-48,4,gsm8k,unknown,3,1,0.6853557264143182,5,0
gsm8k-49,0,gsm8k,unknown,2,4,0.21939004108511936,16,0
gsm8k-5,0,gsm8k,unknown,2,0,0.6743256380241547,4,0
gsm8k-50,1,gsm8k,unknown,2,2,0.7607512882545832,4,1
gsm8k-51,3,gsm8k,unknown,5,1,0.5741275344188554,7,0
gsm8k-52,2,gsm8k,unknown,3,1,0.704148074656936,5,0
gsm8k-53,2,gsm8k,unknown,3,1,0.8223316847071253,5,0
gsm8k-54,0,gsm8k,unknown,0,1,0.651486489756565,7,0
gsm8k-55,4,gsm8k,unknown,0,1,0.7508166330346395,4,0
gsm8k-56,1,gsm8k,unknown,2,4,0.29433499876824226,12,0
gsm8k-57,1,gsm8k,unknown,0,1,0.4409291908007588,8,0
gsm8k-58,1,gsm8k,unknown,0,2,0.6140160050238613,6,0
gsm8k-59,3,gsm8k,unknown,2,0,0.7871445026697677,3,0
gsm8k-6,0,gsm8k,unknown,2,1,0.741332154066543,3,0
gsm8k-60,3,gsm8k,unknown,1,1,0.6743933253870947,6,1
gsm8k-61,0,gsm8k,unknown,1,1,0.5738816673151211,6,1
gsm8k-62,2,gsm8k,unknown,1,2,0.7286623595893307,5,0
gsm8k-63,3,gsm8k,unknown,2,1,0.6412357315356326,7,0
gsm8k-64,2,gsm8k,unknown,3,1,0.5747983770143571,6,0
gsm8k-65,3,gsm8k,unknown,4,7,0.43263238728813275,10,0
gsm8k-66,4,gsm8k,unknown,6,1,0.4684490303729178,10,0
gsm8k-67,4,gsm8k,unknown,1,1,0.6635916662790483,5,1
gsm8k-68,0,gsm8k,unknown,2,2,0.5342232634487842,7,1
gsm8k-69,3,gsm8k,unknown,1,1,0.7018924434456043,5,1
gsm8k-7,0,gsm8k,unknown,1,2,0.7462903025353333,4,0
gsm8k-70,2,gsm8k,unknown,0,2,0.6603036293524576,4,0
gsm8k-71,0,gsm8k,unknown,2,4,0.518912844499274,6,0
gsm8k-72,1,gsm8k,unknown,3,1,0.8018807867979388,4,0
gsm8k-73,4,gsm8k,unknown,1,1,0.6076657217876226,6,1
gsm8k-74,2,gsm8k,unknown,4,0,0.6090081691067464,7,0
gsm8k-75,0,gsm8k,unknown,1,1,0.6621053944314315,5,1
gsm8k-76,0,gsm8k,unknown,4,1,0.6103022182737539,5,0
gsm8k-77,4,gsm8k,unknown,3,2,0.69151078812268,4,0
gsm8k-78,0,gsm8k,unknown,1,1,0.5454143286095114,9,1
gsm8k-79,4,gsm8k,unknown,1,1,0.7647555598146406,3,1
gsm8k-8,4,gsm8k,unknown,2,2,0.5218656882767347,6,1
gsm8k-80,4,gsm8k,unknown,2,1,0.7127661601028983,4,0
gsm8k-81,2,gsm8k,unknown,4,2,0.7454762729092684,7,0
gsm8k-82,4,gsm8k,unknown,7,1,0.5071816826922945,8,0
gsm8k-83,1,gsm8k,unknown,3,1,0.6792902747872684,5,0
gsm8k-84,3,gsm8k,unknown,3,1,0.6439567431597013,5,0
gsm8k-85,3,gsm8k,unknown,0,2,0.6914899724011986,4,0
gsm8k-86,1,gsm8k,unknown,1,1,0.7581053265744846,3,1
gsm8k-87,0,gsm8k,unknown,1,1,0.7082359335094484,5,1
gsm8k-88,4,gsm8k,unknown,5,1,0.6231794011309909,7,0
gsm8k-89,3,gsm8k,unknown,3,1,0.6565374044728055,5,0
gsm8k-9,2,gsm8k,unknown,0,1,0.7418168430379601,4,0
gsm8k-90,4,gsm8k,unknown,0,1,0.5851024476757376,5,0
gsm8k-91,0,gsm8k,unknown,0,1,0.7922668576590963,3,0
gsm8k-92,0,gsm8k,unknown,4,1,0.46424841756597807,8,0
gsm8k-93,2,gsm8k,unknown,5,1,0.3165306072056619,12,0
gsm8k-94,1,gsm8k,unknown,1,0,0.7846371429902798,3,0
gsm8k-95,2,gsm8k,unknown,0,0,0.8910589182124521,3,1
gsm8k-96,1,gsm8k,unknown,1,1,0.6731513849392198,4,1
gsm8k-97,1,gsm8k,unknown,2,1,0.6122899949974343,5,0
gsm8k-98,1,gsm8k,unknown,0,1,0.7815386116272917,4,0
gsm8k-99,3,gsm8k,unknown,4,1,0.5600181628259004,6,0
