id,subject,run,run_slug_short,run_order,answered,is_correct,predicted_answer,verify_verdict,verify_confidence,verify_error,verify_signed_score
27c865e6-1c87-489b-b7ea-b197fe3356ba,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,False,False,,correct,100,,100.0
2c46387b-36e6-43cb-9e73-dbf1341bfafd,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,False,1.57,correct,95,,95.0
319ae242-19fc-4542-b75a-d32b325ea923,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,False,cyclobutadiene,correct,85,,85.0
328c6a47-15d7-470e-99f5-73e468634614,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,True,φ_{n+1} = φ_n - \frac{2α \sin(φ_n)}{u},correct,85,,85.0
36c373f1-468f-4bba-a8d9-5a73a3be5876,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,-8,correct,100,,100.0
3a998a27-4c4b-47c6-bd2c-dd1c9deb3d63,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,False,"\(\frac{1}{r}\frac{d}{dt}\left(r^2 \dot{\theta}\right) = 2\omega \sin\phi \, \dot{r}\)",correct,90,,90.0
3d762ba1-3958-453b-b34e-fe24c2822994,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,False,\( K_M = K_s + \frac{[S]^2}{J_s} \),correct,90,,90.0
4195adea-9fa5-4f25-91ef-ebd6c57cfb88,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,\(T = T_0 \left(\frac{N}{N_0}\right)^{1/5}\),correct,85,,85.0
422512ca-5a0c-4a23-b987-7fa2eb2024e6,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,True,19,correct,95,,95.0
4225f097-0cee-4e43-b5b9-6efbab4c3447,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,False,\vec{B}_1 = \vec{B}_0 \left(1 - \sqrt{\frac{16R^2 + d^2}{4R^2 + d^2}}\right),correct,95,,95.0
441c416a-8f5e-431c-9675-faeac34ff290,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,False,"2,3,4,5,6,7,8,9-octamethyl-decanedioate",correct,90,,90.0
469cc7c7-ae71-4ea2-bc13-3af3770fd8da,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,True,3 I4O9 + 12 OH^- → I^- + 11 IO_3^- + 6 H2O,correct,100,,100.0
4842f95d-b84a-4ff4-8165-64fc7bfcf00d,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,False,B1: Furfural; B2: Mucobromic acid; B3: K₂[C₄HBrNO₃]; B4: Hexanitroethane; B5: Tetranitroethylene,correct,85,,85.0
4a737e9f-5afd-4a14-a17b-c468cda1a8bb,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,True,NaNO₃,correct,95,,95.0
4ee82eb3-a457-42c5-9c62-5730d41f67a6,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,False,TLR9 signaling pathway,correct,90,,90.0
4f1cf869-3ea3-400c-8fa3-e4d3f6fe1cdf,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,True,"\[
\boxed{R_C = \left( 12 \frac{\rho_M}{\rho} R_0^3 \right)^{1/3}}
\]",correct,95,,95.0
50f7d1e4-51bd-4013-a570-a02988ca3aa2,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,6.98,correct,100,,100.0
516da073-8d2a-4db5-a739-c752655ec14c,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,"\(\mathbf{E}(r,\theta) = E_0 \left[ \left(1 + \frac{a^2}{r^2}\right) \cos\theta \, \hat{r} - \left(1 - \frac{a^2}{r^2}\right) \sin\theta \, \hat{\theta} \right]\)",correct,100,,100.0
57390923-7cfd-4adf-8d0b-33c5791f6e51,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,tert-butyl acetoacetate,correct,95,,95.0
5c97845c-c039-48d8-abcf-703afc476b98,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,True,\frac{E e^4}{\rho L^4 g},correct,80,,80.0
5ef8b29d-7665-45e6-a26a-bd4a27f450ad,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,False,CC(O)(OCC)CCC[C@](C)(O)CH2OH,correct,85,,85.0
62dc1c65-0200-41d8-91fd-aa3c606e46cc,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,False,0,correct,95,,95.0
6646019d-bda1-4b1c-83ac-7953e853effd,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,True,\frac{\hbar e^4}{32\pi^2\epsilon_0^2 m^2 \omega_0^3},correct,100,,100.0
6681ea07-9b3a-4a71-9b31-a88212189f27,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,2.10 × 10^{-6},correct,95,,95.0
677d66f3-b5f3-432d-bb04-2a8807d5491f,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,False,2,correct,95,,95.0
69bd11e8-5f96-45dc-8123-b9d800101430,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,False,\frac{2\sqrt{2}}{3} M_0^3 \sqrt{\rho \kappa},correct,100,,100.0
6e9aca19-46c4-46ea-9643-86b138e8f2f5,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,True,\(\vec{PA}\),correct,95,,95.0
70929247-a356-4a12-8534-49fd885f0c3e,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,\Omega^2 > \frac{2gl}{a^2},correct,95,,95.0
710c1336-0995-4d45-bfea-48ff475f255f,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,\(\vec{E} = v B_0 \frac{\varepsilon - \varepsilon_0}{\varepsilon + 2\varepsilon_0} a^3 \frac{3(\hat{x} \cdot \vec{r}) \vec{r} - r^2 \hat{x}}{r^5}\),correct,95,,95.0
84b13a21-19c8-47a2-8661-a1b59f1062f5,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,True,benzyne,correct,100,,100.0
84bba88d-2aee-4fcb-baab-4c6eea17b0d8,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,\(\Delta S = c_1 \ln\left(\frac{c_1 T_1 + c_2 T_2}{(c_1+c_2)T_1}\right) + c_2 \ln\left(\frac{c_1 T_1 + c_2 T_2}{(c_1+c_2)T_2}\right)\),correct,95,,95.0
85b4f862-d881-4a79-8c5d-3e927b486b71,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,False,"Fe: 77.78%, Fe₂O₃: 22.22%",correct,100,,100.0
8a983c4c-070e-45b1-b2ce-300c7a68feb6,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,True,f(y) = 2 + \frac{\ln(2+\sqrt{3})}{\sqrt{3}} - \cosh\left(\frac{2\sqrt{3}y}{L}\right),correct,95,,95.0
8b695bb3-ea3c-4372-9222-9f0b79a68b6c,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,False,UMAP,correct,85,,85.0
8be6ce44-a0c8-4636-80ca-2667dcc9d2af,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,True,methoxyacetonitrile,correct,95,,95.0
8f121749-9809-45f1-bcb8-7118ccb5d4cc,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,True,NaBiO3,correct,100,,100.0
90ddb7c3-4bf1-43b6-820a-c89f3858781a,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,False,autophagy,correct,85,,85.0
94c55a69-1e8d-4934-ae59-2cf0401e1b01,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,True,"y(x) = -\frac{\rho g}{6 Y r^2} (x^4 - 4L x^3 + 6L^2 x^2), \quad \alpha = -\frac{2 \rho g L^3}{3 Y r^2}",correct,100,,100.0
953ba4b1-94ae-42ac-9621-408386bc382b,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,10,correct,95,,95.0
a2d2c8a2-86ef-49a6-9e56-804cbb89c848,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,False,5-cyclopropyl-2-hydroxy-4--iodobenzaldehyde,correct,95,,95.0
a74ccc5b-fd37-49fa-b784-871dbcc41e9e,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,9,correct,90,,90.0
adadda00-bef8-417d-97d6-cfd9dec33cba,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,True,0.0456 M,correct,85,,85.0
ae667a28-9659-4f33-a51e-7a19f133e111,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,True,\(\left(\frac{\partial C_H}{\partial H}\right)_\tau = \tau V H \left(\frac{\partial^2 \chi}{\partial \tau^2}\right)_H\),correct,95,,95.0
aeaa8d2c-fcb9-423f-b1c0-ac9c122999e6,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,True,0.2,correct,95,,95.0
af36a1cb-5949-4385-93a0-1f875500c34a,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,False,read noise from the EMCCD camera,correct,85,,85.0
afb2ebc7-421e-4e61-8073-7c4393aa9855,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,False,\frac{m}{M} f \frac{L_x L_y}{R},incorrect,40,,-40.0
b188cad8-92b9-4c72-98a2-b78e04b764f1,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,True,A4B9X20,correct,95,,95.0
b36273bb-c098-4037-90cc-cfd05cbe5bb9,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,4-nitrocinnamic acid,correct,95,,95.0
b7337452-ab08-43e5-9f3b-419107415280,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,True,D₂EO₄,correct,95,,95.0
b75893ef-5c56-4d43-9ae1-8c9caaf32ee2,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,False,"N,N-diisopropylethylamine",correct,95,,95.0
b90fc8dc-2fca-4ff7-9c9f-a2e6a0ac7812,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,True,\( T_1 = T_0 \frac{B_1}{B_0} \),correct,100,,100.0
bb0539ef-d9fd-4215-bf16-b0eca44a8778,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,True,2.31 × 10^6 K,correct,98,,98.0
bc8a05ac-9db5-47b4-8618-84aa4a46466a,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,True,\(T = \frac{2\pi}{\omega}\),correct,100,,100.0
bdb3fc5f-9374-4e37-9af9-6036e3e29093,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,False,\vec{J}(t) = \frac{2E_0}{\mu_0 (c+v)} \cos\left( \omega \frac{c-v}{c} t \right) \hat{y},correct,95,,95.0
c982b5bc-0fb8-4f12-94fa-f05715209ead,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,True,C5H12O2,correct,80,,80.0
cb11faa6-e12a-4621-9fa7-f6f4b11a9300,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,True,"\left( \frac{M_1-M_2}{2(M_1+M_2)} R, \frac{\sqrt{3}}{2} R \right)",correct,100,,100.0
cc251e69-6a32-4ed7-9315-beee80404866,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,True,"2,3-dimethoxy-4-methylaniline",correct,95,,95.0
cfa05761-b488-4491-9f77-8854ece1cf98,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,False,\(z_i = \theta \left(d + D + \frac{w}{1+\xi C_0}\right)\),incorrect,65,,-65.0
d1cec1fb-13bb-475a-b2f1-956db5ef3b77,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,True,\( U = -\frac{2e^2 x_1 x_2}{4\pi\varepsilon_0 R^3} \),correct,95,,95.0
dbe975d5-c431-4d73-8f7c-f8bba77ea458,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,True,\(\frac{8\pi \epsilon \sigma R^2 T_0^3 T_1}{3c}\),correct,95,,95.0
