id,subject,run,run_slug_short,run_order,answered,error,is_correct,score_logreg,score_lightgbm
0949d931-d0ad-4146-86e7-ef725919e3de,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.7776466257687515,0.8052379690743684
0ea11f5b-df09-4330-92cc-302a63c22008,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.9999974010703171,0.9039189256113949
0ea11f5b-df09-4330-92cc-302a63c22008,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,True,0.49555807730812734,0.81093831737549
0ea11f5b-df09-4330-92cc-302a63c22008,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.977090223667952,0.9098435586742928
0ea11f5b-df09-4330-92cc-302a63c22008,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.9999999999098248,0.9905571180730616
0ea11f5b-df09-4330-92cc-302a63c22008,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.8137321661519109,0.19053976773837844
111d5872-2705-42c0-8df4-0fb386ba7084,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,False,0.988660953008595,0.9995575464033972
111d5872-2705-42c0-8df4-0fb386ba7084,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,False,0.5019304048702105,0.9521827349384628
111d5872-2705-42c0-8df4-0fb386ba7084,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.04315812407578201,0.938098762014339
111d5872-2705-42c0-8df4-0fb386ba7084,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,False,0.9184241517545347,0.7935409806661321
111d5872-2705-42c0-8df4-0fb386ba7084,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,False,0.052241052546441,0.9190852325293175
11c1fcc0-bcad-4507-951b-550e19f1e2aa,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.5067771754748611,0.06175222250483057
11c1fcc0-bcad-4507-951b-550e19f1e2aa,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,False,0.9770184098121769,0.9684124410883947
11c1fcc0-bcad-4507-951b-550e19f1e2aa,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.23843850754598603,0.9146402298088553
11c1fcc0-bcad-4507-951b-550e19f1e2aa,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,False,0.9939077422361094,0.9992454534587096
11c1fcc0-bcad-4507-951b-550e19f1e2aa,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.9440769106157172,0.9998238531825002
1440c195-fba2-48dc-a03d-7b9420891daf,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.17596626156475065,0.9744660431519157
1440c195-fba2-48dc-a03d-7b9420891daf,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,False,peer closed connection without sending complete message body (incomplete chunked read),False,,
1440c195-fba2-48dc-a03d-7b9420891daf,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.9967282428524398,0.998998911625552
1440c195-fba2-48dc-a03d-7b9420891daf,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.8629394514328964,0.8960126403213328
1440c195-fba2-48dc-a03d-7b9420891daf,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.6693269762189709,0.9973557470466865
1510d6bd-6785-456d-8988-b9382a3aef9c,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.515766795909896,0.8449952225098335
1510d6bd-6785-456d-8988-b9382a3aef9c,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,True,0.2122601317817177,0.2396261520745873
1510d6bd-6785-456d-8988-b9382a3aef9c,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.4224625908596613,0.06890889895285232
1510d6bd-6785-456d-8988-b9382a3aef9c,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.6192065872664964,0.565943301051826
1510d6bd-6785-456d-8988-b9382a3aef9c,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.7580945240121534,0.4033499558233338
16318af5-cfa6-4b2c-bf25-9eb3ac468b48,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.2709430493841015,0.9690904609986146
16318af5-cfa6-4b2c-bf25-9eb3ac468b48,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,True,0.5277148629417608,0.9210591726831291
16318af5-cfa6-4b2c-bf25-9eb3ac468b48,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,False,0.9998209649656868,0.08749834621690857
16318af5-cfa6-4b2c-bf25-9eb3ac468b48,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.2325565912138478,0.877726025149489
16318af5-cfa6-4b2c-bf25-9eb3ac468b48,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.9557573350590702,0.40740881921577177
19962a30-eaf9-4b7e-86c7-17c02cdb01bd,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.9015714622557055,0.432370066149673
19962a30-eaf9-4b7e-86c7-17c02cdb01bd,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,False,0.029605100957030443,0.5820805544363546
19962a30-eaf9-4b7e-86c7-17c02cdb01bd,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.5992249580733426,0.8840299653812256
19962a30-eaf9-4b7e-86c7-17c02cdb01bd,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.004041479461788257,0.6020779064198813
19962a30-eaf9-4b7e-86c7-17c02cdb01bd,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.9205042254080799,0.9929330038702372
1dba0086-bca8-4b25-8843-e6e428f9284d,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.5168310303236698,0.9111060987073333
1dba0086-bca8-4b25-8843-e6e428f9284d,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,False,0.8160494869499979,0.09714805177649487
1dba0086-bca8-4b25-8843-e6e428f9284d,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.234989170080632,0.8361751511085814
1dba0086-bca8-4b25-8843-e6e428f9284d,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.5763602503951967,0.2917089334739225
1dba0086-bca8-4b25-8843-e6e428f9284d,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,False,0.04389266279221997,0.12305012804747226
1e2f4cbe-4a38-4dd3-9378-14df40f7599f,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,False,Response validation failed: EOF while parsing a value at line 203 column 0,False,,
1e2f4cbe-4a38-4dd3-9378-14df40f7599f,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,True,0.5324363708588169,0.955305113099819
1e2f4cbe-4a38-4dd3-9378-14df40f7599f,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.8279815303804728,0.9685756047814901
1e2f4cbe-4a38-4dd3-9378-14df40f7599f,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.999645851724003,0.9820097821159344
1e2f4cbe-4a38-4dd3-9378-14df40f7599f,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.5541230728213394,0.8585715533940294
1eca2503-b141-4f9f-ab10-e27d272c93b0,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,False,0.9473592464150615,0.872630121787152
1eca2503-b141-4f9f-ab10-e27d272c93b0,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,False,0.3541560654327695,0.9095538561992962
1eca2503-b141-4f9f-ab10-e27d272c93b0,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,False,0.3504434006739003,0.12517273628284656
1eca2503-b141-4f9f-ab10-e27d272c93b0,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,False,0.7223432960655037,0.051155461003476704
1eca2503-b141-4f9f-ab10-e27d272c93b0,biology,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,False,0.9144503337338156,0.0718698791525432
20daab54-df1b-4006-a544-7198daee7847,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.9908926345948915,0.8946404032025569
20daab54-df1b-4006-a544-7198daee7847,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,True,0.436620311106959,0.07783950239158949
20daab54-df1b-4006-a544-7198daee7847,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,False,0.49392313197167287,0.30285491552891114
20daab54-df1b-4006-a544-7198daee7847,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.5257592589364425,0.9771975130592614
20daab54-df1b-4006-a544-7198daee7847,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,False,0.8245782937898037,0.9630930835307696
20fcf049-b356-45cf-83d8-833f280ee107,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.9469676999975171,0.9659630710196765
20fcf049-b356-45cf-83d8-833f280ee107,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,True,0.13782235386782696,0.7838559975343881
20fcf049-b356-45cf-83d8-833f280ee107,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.9616908430029155,0.987548841858978
20fcf049-b356-45cf-83d8-833f280ee107,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.12333296212506184,0.055158077287594434
20fcf049-b356-45cf-83d8-833f280ee107,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.9862243296942407,0.9627886040588284
218df0c2-18db-495f-8c53-eb6758feaff2,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.9977259973069628,0.9977842341141538
218df0c2-18db-495f-8c53-eb6758feaff2,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,True,0.9384571270334368,0.9991665348588589
218df0c2-18db-495f-8c53-eb6758feaff2,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.9809054319368669,0.9993324374839694
218df0c2-18db-495f-8c53-eb6758feaff2,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,False,0.5137231087039765,0.9971555116996337
218df0c2-18db-495f-8c53-eb6758feaff2,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.009424504560185376,0.9483001305111711
22f5a060-b2ba-4d68-8ad1-cbcbd58a788e,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.7946519784947084,0.9998395314379515
22f5a060-b2ba-4d68-8ad1-cbcbd58a788e,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,True,0.15958558751041724,0.07625387570857546
22f5a060-b2ba-4d68-8ad1-cbcbd58a788e,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.48323657769486555,0.7979168496319077
22f5a060-b2ba-4d68-8ad1-cbcbd58a788e,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.11713072688159132,0.9833790384995916
22f5a060-b2ba-4d68-8ad1-cbcbd58a788e,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.29905394882459485,0.9271105138260639
239c543b-7543-445a-b492-89c994b9ba7c,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.7676233394747812,0.9675556906755565
239c543b-7543-445a-b492-89c994b9ba7c,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,False,peer closed connection without sending complete message body (incomplete chunked read),False,,
239c543b-7543-445a-b492-89c994b9ba7c,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,False,0.060086788003426615,0.0064666712962485945
239c543b-7543-445a-b492-89c994b9ba7c,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.9258212662867595,0.9996192802899739
239c543b-7543-445a-b492-89c994b9ba7c,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.42231592018670666,0.9203022919775987
23cb57a5-1c57-4f6e-8205-7ffb6116a16a,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.7513920682734333,0.9991067886796656
23cb57a5-1c57-4f6e-8205-7ffb6116a16a,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,True,0.38514934143666296,0.7457667476139722
23cb57a5-1c57-4f6e-8205-7ffb6116a16a,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.7727749176086834,0.017586071485332495
23cb57a5-1c57-4f6e-8205-7ffb6116a16a,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,False,0.12328647887574687,0.20978761314995417
23cb57a5-1c57-4f6e-8205-7ffb6116a16a,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,False,0.9731741617705161,0.998244147031432
27c865e6-1c87-489b-b7ea-b197fe3356ba,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.7551169546009748,0.9978186707305555
27c865e6-1c87-489b-b7ea-b197fe3356ba,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,True,0.24792626106892482,0.997350125617016
27c865e6-1c87-489b-b7ea-b197fe3356ba,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,False,0.7993043478742394,0.9929544449437988
27c865e6-1c87-489b-b7ea-b197fe3356ba,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.5971647371701169,0.810014035863157
27c865e6-1c87-489b-b7ea-b197fe3356ba,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,False,0.27507638053411415,0.0004329765079833179
2c46387b-36e6-43cb-9e73-dbf1341bfafd,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,False,Response validation failed: EOF while parsing a value at line 223 column 0,False,,
2c46387b-36e6-43cb-9e73-dbf1341bfafd,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,False,1.0,0.6009200980724189
2c46387b-36e6-43cb-9e73-dbf1341bfafd,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,False,0.05941942894479562,0.03452507656057349
2c46387b-36e6-43cb-9e73-dbf1341bfafd,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,False,0.7189532229553628,0.9152499627007964
2c46387b-36e6-43cb-9e73-dbf1341bfafd,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.5062588375766579,0.9991407578670377
319ae242-19fc-4542-b75a-d32b325ea923,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,False,0.03198526897431479,0.8500880022602082
319ae242-19fc-4542-b75a-d32b325ea923,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,False,0.9515255572637138,0.9803130674209283
319ae242-19fc-4542-b75a-d32b325ea923,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,False,0.037739936933377224,0.9373931981608393
319ae242-19fc-4542-b75a-d32b325ea923,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,False,0.6603407143191593,0.02672017339535905
319ae242-19fc-4542-b75a-d32b325ea923,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,False,0.04973270253561828,0.14595377668586362
328c6a47-15d7-470e-99f5-73e468634614,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,False,0.41476480246674785,0.09640506068212201
328c6a47-15d7-470e-99f5-73e468634614,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,False,0.8559901093998661,0.9952903664063442
328c6a47-15d7-470e-99f5-73e468634614,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,True,0.6439995865750899,0.7258559899789647
328c6a47-15d7-470e-99f5-73e468634614,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,False,0.14194688829777355,0.00011460764879231029
328c6a47-15d7-470e-99f5-73e468634614,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,True,0.031094418210486845,0.9922144326869448
36c373f1-468f-4bba-a8d9-5a73a3be5876,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,True,,True,0.09729301712368776,0.9973958172859211
36c373f1-468f-4bba-a8d9-5a73a3be5876,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,True,0.29429819302186694,0.0236807736041081
36c373f1-468f-4bba-a8d9-5a73a3be5876,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,False,0.3940183327636484,0.013964086763008808
36c373f1-468f-4bba-a8d9-5a73a3be5876,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,True,0.0006329666737299577,0.06696622470451823
36c373f1-468f-4bba-a8d9-5a73a3be5876,chemistry,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s4,deepseek/deepseek-v3.2_reasoning-auto_s4,4,True,,False,0.8670424687920536,0.08848346414143189
3a998a27-4c4b-47c6-bd2c-dd1c9deb3d63,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto,deepseek/deepseek-v3.2_reasoning-auto,0,False,Response validation failed: EOF while parsing a value at line 3943 column 0,False,,
3a998a27-4c4b-47c6-bd2c-dd1c9deb3d63,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s1,deepseek/deepseek-v3.2_reasoning-auto_s1,1,True,,False,0.7288073747041893,0.3418961932840202
3a998a27-4c4b-47c6-bd2c-dd1c9deb3d63,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s2,deepseek/deepseek-v3.2_reasoning-auto_s2,2,True,,False,0.7146698579281474,0.7124398869368626
3a998a27-4c4b-47c6-bd2c-dd1c9deb3d63,physics,frontierscience/deepseek/deepseek-v3.2_reasoning-auto_s3,deepseek/deepseek-v3.2_reasoning-auto_s3,3,True,,False,0.11461705385569676,0.16845273312656586
