id,fold,subject,failure_type,true_step_index,predicted_step_index,predicted_step_probability,n_steps,correct
olympiadbench-158,1,olympiadbench,unknown,0,5,0.6518964961859703,10,0
olympiadbench-159,3,olympiadbench,unknown,13,2,0.5338790951640336,14,0
olympiadbench-16,4,olympiadbench,unknown,4,1,0.6753414999596066,5,0
olympiadbench-160,1,olympiadbench,unknown,2,4,0.6231322273027945,14,0
olympiadbench-161,1,olympiadbench,unknown,1,2,0.7444167181755798,5,0
olympiadbench-162,2,olympiadbench,unknown,3,2,0.5691020416293567,8,0
olympiadbench-163,2,olympiadbench,unknown,3,1,0.7105866020233953,5,0
olympiadbench-164,0,olympiadbench,unknown,0,4,0.4995987296935748,13,0
olympiadbench-165,2,olympiadbench,unknown,2,3,0.6799540646345407,6,0
olympiadbench-166,2,olympiadbench,unknown,4,3,0.6238206698298918,8,0
olympiadbench-167,3,olympiadbench,unknown,1,5,0.5843987411029488,8,0
olympiadbench-168,0,olympiadbench,unknown,2,2,0.7443082860270722,5,1
olympiadbench-169,0,olympiadbench,unknown,1,1,0.6694092251624189,5,1
olympiadbench-17,4,olympiadbench,unknown,6,3,0.6700239501574444,8,0
olympiadbench-170,4,olympiadbench,unknown,1,2,0.7302222548835761,6,0
olympiadbench-171,0,olympiadbench,unknown,5,4,0.653444599743864,8,0
olympiadbench-172,2,olympiadbench,unknown,1,1,0.7398672593663387,4,1
olympiadbench-173,1,olympiadbench,unknown,8,6,0.597394350709757,11,0
olympiadbench-174,0,olympiadbench,unknown,4,2,0.6995860431552465,6,0
olympiadbench-175,1,olympiadbench,unknown,2,4,0.5986810791871477,9,0
olympiadbench-176,3,olympiadbench,unknown,2,1,0.6710973960763622,8,0
olympiadbench-177,4,olympiadbench,unknown,2,0,0.7539048549411188,4,0
olympiadbench-178,0,olympiadbench,unknown,3,1,0.6427783991508871,10,0
olympiadbench-179,0,olympiadbench,unknown,2,6,0.5690179301097403,11,0
olympiadbench-18,1,olympiadbench,unknown,1,1,0.7610586205094835,8,1
olympiadbench-180,2,olympiadbench,unknown,5,5,0.6058386879344665,10,1
olympiadbench-181,4,olympiadbench,unknown,3,1,0.7267628653015213,5,0
olympiadbench-182,2,olympiadbench,unknown,4,3,0.5662143757749046,11,0
olympiadbench-183,0,olympiadbench,unknown,2,1,0.6565371559321488,4,0
olympiadbench-184,4,olympiadbench,unknown,2,1,0.7233455907432867,6,0
olympiadbench-185,1,olympiadbench,unknown,8,3,0.6545706167601197,11,0
olympiadbench-186,4,olympiadbench,unknown,5,6,0.5536942959663755,9,0
olympiadbench-187,4,olympiadbench,unknown,4,1,0.7346628435506568,7,0
olympiadbench-188,4,olympiadbench,unknown,8,3,0.5683552555750584,14,0
olympiadbench-189,3,olympiadbench,unknown,5,4,0.6495397327681052,11,0
olympiadbench-19,2,olympiadbench,unknown,3,1,0.6887743791225455,6,0
olympiadbench-190,0,olympiadbench,unknown,2,3,0.7053130122316217,6,0
olympiadbench-191,0,olympiadbench,unknown,4,3,0.6994672180394069,9,0
olympiadbench-192,0,olympiadbench,unknown,8,3,0.6144426487111835,12,0
olympiadbench-193,3,olympiadbench,unknown,2,3,0.5006906750161909,19,0
olympiadbench-194,1,olympiadbench,unknown,3,1,0.7478871699061592,4,0
olympiadbench-195,3,olympiadbench,unknown,3,1,0.7175955162931077,7,0
olympiadbench-196,4,olympiadbench,unknown,2,3,0.6439626531328225,12,0
olympiadbench-197,2,olympiadbench,unknown,2,1,0.6341061315742995,7,0
olympiadbench-198,3,olympiadbench,unknown,1,1,0.765019359937567,4,1
olympiadbench-199,0,olympiadbench,unknown,6,5,0.6138824715029034,13,0
olympiadbench-2,1,olympiadbench,unknown,7,5,0.5747779587199519,8,0
olympiadbench-20,3,olympiadbench,unknown,1,2,0.7228849421790309,5,0
olympiadbench-21,3,olympiadbench,unknown,5,3,0.6614803016877022,9,0
olympiadbench-22,0,olympiadbench,unknown,5,1,0.641354303270573,7,0
olympiadbench-23,4,olympiadbench,unknown,1,2,0.7743969059081053,6,0
olympiadbench-24,4,olympiadbench,unknown,4,3,0.4389889884065579,21,0
olympiadbench-25,3,olympiadbench,unknown,2,3,0.6458113139384966,6,0
olympiadbench-26,3,olympiadbench,unknown,5,1,0.6433944283942821,6,0
olympiadbench-27,0,olympiadbench,unknown,1,3,0.3767730750230494,18,0
olympiadbench-28,3,olympiadbench,unknown,3,1,0.7004235854210594,7,0
olympiadbench-29,1,olympiadbench,unknown,1,4,0.7900972505488862,6,0
olympiadbench-3,2,olympiadbench,unknown,3,4,0.6342462533233755,6,0
olympiadbench-30,1,olympiadbench,unknown,3,2,0.7572728128937811,7,0
olympiadbench-31,0,olympiadbench,unknown,5,4,0.6183258889724451,8,0
olympiadbench-32,3,olympiadbench,unknown,1,3,0.689029162797215,6,0
olympiadbench-33,3,olympiadbench,unknown,2,3,0.5408526192233927,12,0
olympiadbench-34,4,olympiadbench,unknown,2,3,0.7139295821729067,10,0
olympiadbench-35,0,olympiadbench,unknown,4,9,0.4888833263861852,15,0
olympiadbench-36,1,olympiadbench,unknown,5,2,0.6114605910203413,7,0
olympiadbench-37,0,olympiadbench,unknown,7,2,0.6339637570485019,10,0
olympiadbench-38,1,olympiadbench,unknown,1,1,0.757603877748294,5,1
olympiadbench-39,0,olympiadbench,unknown,1,1,0.6555021460076172,5,1
olympiadbench-4,1,olympiadbench,unknown,2,2,0.7636920152918955,6,1
olympiadbench-40,0,olympiadbench,unknown,1,2,0.5978088615755238,11,0
olympiadbench-41,4,olympiadbench,unknown,2,2,0.7157975057569133,6,1
olympiadbench-42,1,olympiadbench,unknown,1,5,0.2963513852762186,25,0
olympiadbench-43,4,olympiadbench,unknown,5,2,0.7115809073043521,6,0
olympiadbench-44,2,olympiadbench,unknown,0,3,0.6529640420629924,9,0
olympiadbench-45,1,olympiadbench,unknown,4,8,0.5745583584718884,12,0
olympiadbench-46,4,olympiadbench,unknown,4,1,0.8117512210511649,5,0
olympiadbench-47,3,olympiadbench,unknown,2,3,0.6728498631391691,6,0
olympiadbench-48,2,olympiadbench,unknown,2,1,0.7039095874316466,4,0
olympiadbench-49,4,olympiadbench,unknown,0,2,0.6911455366933146,5,0
olympiadbench-5,4,olympiadbench,unknown,2,4,0.6892177471306837,7,0
olympiadbench-50,4,olympiadbench,unknown,7,3,0.6003106967326646,9,0
olympiadbench-51,1,olympiadbench,unknown,1,1,0.6248266429195223,8,1
olympiadbench-52,2,olympiadbench,unknown,3,2,0.7364179532642783,8,0
olympiadbench-53,1,olympiadbench,unknown,0,2,0.7309049413290655,8,0
olympiadbench-54,2,olympiadbench,unknown,1,4,0.6810004717573609,6,0
olympiadbench-55,1,olympiadbench,unknown,4,3,0.6320558952329882,9,0
olympiadbench-56,3,olympiadbench,unknown,3,2,0.7021379077777553,6,0
olympiadbench-57,0,olympiadbench,unknown,4,4,0.7362719238147014,6,1
olympiadbench-58,3,olympiadbench,unknown,3,2,0.7234718685413423,5,0
olympiadbench-59,1,olympiadbench,unknown,2,2,0.7513591116352627,6,1
olympiadbench-6,2,olympiadbench,unknown,4,3,0.7478210832334076,6,0
olympiadbench-60,0,olympiadbench,unknown,2,2,0.7631840176682411,6,1
olympiadbench-61,4,olympiadbench,unknown,1,1,0.6629759996708805,12,1
olympiadbench-62,1,olympiadbench,unknown,2,7,0.6038536090649594,10,0
olympiadbench-63,1,olympiadbench,unknown,2,5,0.69271054793414,8,0
olympiadbench-64,3,olympiadbench,unknown,3,1,0.76855427913986,5,0
olympiadbench-65,0,olympiadbench,unknown,2,2,0.7154406227351388,6,1
olympiadbench-66,3,olympiadbench,unknown,3,3,0.6779900698424097,8,1
olympiadbench-67,4,olympiadbench,unknown,0,1,0.8232628640882022,4,0
olympiadbench-68,0,olympiadbench,unknown,2,3,0.7281123431037444,6,0
olympiadbench-69,3,olympiadbench,unknown,7,4,0.5893896254563097,10,0
olympiadbench-7,1,olympiadbench,unknown,1,3,0.6604938254159242,6,0
olympiadbench-70,4,olympiadbench,unknown,8,5,0.5951976959630133,11,0
olympiadbench-71,3,olympiadbench,unknown,6,4,0.6179603766979231,11,0
olympiadbench-72,0,olympiadbench,unknown,1,1,0.6591164531987771,5,1
olympiadbench-73,4,olympiadbench,unknown,10,3,0.67552531925636,11,0
olympiadbench-74,1,olympiadbench,unknown,2,6,0.5007522263069225,12,0
olympiadbench-75,0,olympiadbench,unknown,1,1,0.7763460992096523,7,1
olympiadbench-76,4,olympiadbench,unknown,7,3,0.5807557199009087,14,0
olympiadbench-77,2,olympiadbench,unknown,4,1,0.5817668520631004,10,0
olympiadbench-78,4,olympiadbench,unknown,3,1,0.6350929291887065,8,0
olympiadbench-79,3,olympiadbench,unknown,11,4,0.5888520691804986,13,0
olympiadbench-8,3,olympiadbench,unknown,2,0,0.7626160138243042,4,0
olympiadbench-80,2,olympiadbench,unknown,7,2,0.5747417036376399,12,0
olympiadbench-81,3,olympiadbench,unknown,3,0,0.5997947851337253,7,0
olympiadbench-82,2,olympiadbench,unknown,8,1,0.5437997631947863,10,0
olympiadbench-83,3,olympiadbench,unknown,9,5,0.48785778088947024,12,0
olympiadbench-84,2,olympiadbench,unknown,17,4,0.42405054626261146,24,0
olympiadbench-85,2,olympiadbench,unknown,0,1,0.7620630398550428,4,0
olympiadbench-86,2,olympiadbench,unknown,4,2,0.4711273638686141,16,0
olympiadbench-87,4,olympiadbench,unknown,3,2,0.751531395492444,7,0
olympiadbench-88,1,olympiadbench,unknown,6,5,0.6249785543907028,10,0
olympiadbench-89,2,olympiadbench,unknown,4,1,0.673753201419161,6,0
olympiadbench-9,0,olympiadbench,unknown,3,1,0.6100129514181245,8,0
olympiadbench-90,0,olympiadbench,unknown,5,2,0.6386602046736516,9,0
olympiadbench-91,2,olympiadbench,unknown,6,7,0.46579111003789064,12,0
olympiadbench-92,2,olympiadbench,unknown,8,4,0.5904687897069772,12,0
olympiadbench-93,3,olympiadbench,unknown,10,3,0.5955784197713514,12,0
olympiadbench-94,4,olympiadbench,unknown,1,1,0.6511699565256056,8,1
olympiadbench-95,0,olympiadbench,unknown,2,1,0.6487315320962244,8,0
olympiadbench-96,0,olympiadbench,unknown,22,5,0.3634405836574989,27,0
olympiadbench-97,0,olympiadbench,unknown,6,3,0.46674904444717313,11,0
olympiadbench-98,2,olympiadbench,unknown,1,2,0.6635627927811951,8,0
olympiadbench-99,0,olympiadbench,unknown,1,1,0.7652542937577196,4,1
