id,fold,subject,failure_type,true_step_index,predicted_step_index,predicted_step_probability,n_steps,correct
omnimath-144,0,omnimath,unknown,2,0,0.6773300870879494,10,0
omnimath-145,0,omnimath,unknown,1,1,0.8306224413692487,5,1
omnimath-146,4,omnimath,unknown,5,1,0.6678316120639832,10,0
omnimath-147,2,omnimath,unknown,2,3,0.7277883442369586,6,0
omnimath-148,4,omnimath,unknown,6,3,0.6515466001884406,11,0
omnimath-149,1,omnimath,unknown,3,1,0.7504449615295566,7,0
omnimath-15,1,omnimath,unknown,7,2,0.7558246665111215,9,0
omnimath-150,3,omnimath,unknown,8,2,0.6237721787294506,13,0
omnimath-151,2,omnimath,unknown,1,1,0.7694453031207451,5,1
omnimath-152,1,omnimath,unknown,2,1,0.8776747004053614,5,0
omnimath-153,3,omnimath,unknown,1,2,0.7231220628138219,10,0
omnimath-154,2,omnimath,unknown,2,2,0.6998363867697613,10,1
omnimath-155,4,omnimath,unknown,1,1,0.7673837207485261,9,1
omnimath-156,4,omnimath,unknown,0,1,0.7044182001314152,9,0
omnimath-157,0,omnimath,unknown,5,3,0.5870321159951856,11,0
omnimath-158,1,omnimath,unknown,1,0,0.8181818919472588,3,0
omnimath-159,3,omnimath,unknown,1,1,0.7436156567925643,7,1
omnimath-16,3,omnimath,unknown,0,3,0.40756010788051056,23,0
omnimath-160,2,omnimath,unknown,10,1,0.6714240732512934,13,0
omnimath-161,3,omnimath,unknown,2,1,0.6859220318020507,7,0
omnimath-162,2,omnimath,unknown,6,3,0.6532744127161133,9,0
omnimath-163,3,omnimath,unknown,4,2,0.6675487608059508,9,0
omnimath-164,2,omnimath,unknown,5,1,0.7309670537660559,7,0
omnimath-165,2,omnimath,unknown,2,1,0.7952630257078357,3,0
omnimath-166,1,omnimath,unknown,7,1,0.8013077688007473,9,0
omnimath-167,0,omnimath,unknown,2,1,0.7367041245241855,9,0
omnimath-168,0,omnimath,unknown,1,1,0.7781879638015398,8,1
omnimath-169,4,omnimath,unknown,0,2,0.5854927671171385,16,0
omnimath-17,2,omnimath,unknown,2,1,0.7465298860111217,9,0
omnimath-170,3,omnimath,unknown,1,5,0.7368104815906201,7,0
omnimath-171,0,omnimath,unknown,7,3,0.6707577742270147,10,0
omnimath-172,3,omnimath,unknown,7,1,0.7193730680090568,12,0
omnimath-173,1,omnimath,unknown,3,1,0.8419867705041166,5,0
omnimath-174,1,omnimath,unknown,20,1,0.3565349000190865,30,0
omnimath-175,2,omnimath,unknown,2,2,0.8166057355835101,4,1
omnimath-176,3,omnimath,unknown,1,4,0.5857316833675459,10,0
omnimath-177,3,omnimath,unknown,3,2,0.7284824212121892,7,0
omnimath-178,1,omnimath,unknown,4,1,0.5975505969522446,10,0
omnimath-179,4,omnimath,unknown,1,1,0.7147435352554734,7,1
omnimath-18,0,omnimath,unknown,0,3,0.6501289966677873,7,0
omnimath-180,0,omnimath,unknown,1,4,0.6357193673850418,13,0
omnimath-181,1,omnimath,unknown,4,2,0.5312614583008868,16,0
omnimath-182,0,omnimath,unknown,1,1,0.7492903501663436,5,1
omnimath-183,4,omnimath,unknown,2,2,0.7587769290089229,7,1
omnimath-184,3,omnimath,unknown,0,1,0.8733818717285243,6,0
omnimath-185,3,omnimath,unknown,1,1,0.7314407209958829,9,1
omnimath-186,2,omnimath,unknown,2,3,0.7626033348152486,7,0
omnimath-187,0,omnimath,unknown,5,3,0.534113751294296,17,0
omnimath-188,1,omnimath,unknown,2,1,0.49094395589854806,15,0
omnimath-189,3,omnimath,unknown,1,1,0.9012568033543947,4,1
omnimath-19,2,omnimath,unknown,3,2,0.8316284995952034,6,0
omnimath-190,1,omnimath,unknown,2,1,0.6516659716656382,6,0
omnimath-191,3,omnimath,unknown,5,1,0.6428330197640308,16,0
omnimath-192,2,omnimath,unknown,2,2,0.7492390119295986,8,1
omnimath-193,4,omnimath,unknown,1,1,0.8332070026916363,5,1
omnimath-194,2,omnimath,unknown,3,0,0.8260046819989185,5,0
omnimath-195,0,omnimath,unknown,2,2,0.6685021704222103,8,1
omnimath-196,0,omnimath,unknown,3,2,0.7754144530631035,6,0
omnimath-197,4,omnimath,unknown,3,1,0.7281008528347188,10,0
omnimath-198,4,omnimath,unknown,3,1,0.710416996856895,5,0
omnimath-199,1,omnimath,unknown,2,1,0.7974058295974368,4,0
omnimath-2,4,omnimath,unknown,0,1,0.9044011915713065,5,0
omnimath-20,3,omnimath,unknown,2,1,0.8753000479454769,5,0
omnimath-21,2,omnimath,unknown,5,0,0.6175914567214178,10,0
omnimath-22,1,omnimath,unknown,2,1,0.7037697718659783,12,0
omnimath-23,1,omnimath,unknown,1,1,0.7512255410105448,5,1
omnimath-24,4,omnimath,unknown,2,2,0.6453987489516047,6,1
omnimath-25,3,omnimath,unknown,5,2,0.765988432536572,10,0
omnimath-26,3,omnimath,unknown,9,2,0.5929797552068861,11,0
omnimath-27,0,omnimath,unknown,3,0,0.6041742681187159,7,0
omnimath-28,2,omnimath,unknown,13,3,0.5267187326485302,25,0
omnimath-29,1,omnimath,unknown,2,2,0.680923089780994,7,1
omnimath-3,2,omnimath,unknown,1,1,0.7992462965822363,8,1
omnimath-30,3,omnimath,unknown,5,4,0.6671065733351601,8,0
omnimath-31,0,omnimath,unknown,1,2,0.7819572572166908,5,0
omnimath-32,1,omnimath,unknown,3,1,0.8815015072479501,7,0
omnimath-33,1,omnimath,unknown,4,0,0.7889084261047227,6,0
omnimath-34,3,omnimath,unknown,0,2,0.7631649722280389,9,0
omnimath-35,1,omnimath,unknown,2,1,0.8160426570037447,7,0
omnimath-36,1,omnimath,unknown,4,2,0.656483073717947,11,0
omnimath-37,0,omnimath,unknown,1,0,0.6956391688282262,4,0
omnimath-38,0,omnimath,unknown,2,1,0.7632706605475199,6,0
omnimath-39,3,omnimath,unknown,1,2,0.8400679694557572,6,0
omnimath-4,3,omnimath,unknown,1,1,0.8096457614981983,4,1
omnimath-40,4,omnimath,unknown,1,1,0.7724746411714876,11,1
omnimath-41,0,omnimath,unknown,2,1,0.6524212989923345,11,0
omnimath-42,4,omnimath,unknown,2,0,0.8612603502584508,5,0
omnimath-43,1,omnimath,unknown,4,1,0.7656806272739501,8,0
omnimath-44,4,omnimath,unknown,4,0,0.7831404084197703,6,0
omnimath-45,0,omnimath,unknown,7,3,0.7095901683864478,9,0
omnimath-46,0,omnimath,unknown,4,3,0.6334299724661964,12,0
omnimath-47,2,omnimath,unknown,1,4,0.6309021658008792,7,0
omnimath-48,4,omnimath,unknown,4,1,0.562823924546776,9,0
omnimath-49,3,omnimath,unknown,3,1,0.8329080193708086,6,0
omnimath-5,2,omnimath,unknown,1,2,0.5712242176099338,17,0
omnimath-50,3,omnimath,unknown,1,1,0.7796611813450003,4,1
omnimath-51,0,omnimath,unknown,4,3,0.6360987323790375,6,0
omnimath-52,0,omnimath,unknown,1,1,0.7130589718036907,6,1
omnimath-53,4,omnimath,unknown,3,4,0.524525019332778,13,0
omnimath-54,0,omnimath,unknown,3,1,0.6238214788544761,10,0
omnimath-55,2,omnimath,unknown,3,1,0.8129103646920265,8,0
omnimath-56,0,omnimath,unknown,2,1,0.8287631868687638,8,0
omnimath-57,2,omnimath,unknown,4,1,0.7518362510154447,6,0
omnimath-58,0,omnimath,unknown,2,0,0.8585313098149615,7,0
omnimath-59,1,omnimath,unknown,6,2,0.7096583728444836,9,0
omnimath-6,1,omnimath,unknown,4,2,0.7693097734583992,5,0
omnimath-60,3,omnimath,unknown,1,1,0.6655917864240816,9,1
omnimath-61,0,omnimath,unknown,1,0,0.806546981139799,7,0
omnimath-62,1,omnimath,unknown,1,0,0.7418995777160721,6,0
omnimath-63,3,omnimath,unknown,2,1,0.9230392093838388,5,0
omnimath-64,1,omnimath,unknown,2,3,0.7054294616221735,6,0
omnimath-65,1,omnimath,unknown,5,1,0.7472466409015482,7,0
omnimath-66,3,omnimath,unknown,1,2,0.7259368566821884,9,0
omnimath-67,4,omnimath,unknown,3,2,0.47795461960320595,18,0
omnimath-68,2,omnimath,unknown,2,1,0.7704921258446833,7,0
omnimath-69,3,omnimath,unknown,0,2,0.6876444586364282,10,0
omnimath-7,4,omnimath,unknown,0,0,0.696671323711289,7,1
omnimath-70,3,omnimath,unknown,4,1,0.8260728755377873,7,0
omnimath-71,2,omnimath,unknown,3,3,0.8327223619734553,6,1
omnimath-72,1,omnimath,unknown,4,2,0.7076416647413111,13,0
omnimath-73,4,omnimath,unknown,2,1,0.7877178852756698,10,0
omnimath-74,3,omnimath,unknown,2,3,0.7359877428680077,6,0
omnimath-75,2,omnimath,unknown,2,1,0.8139761345306419,7,0
omnimath-76,0,omnimath,unknown,3,0,0.8132829748059738,5,0
omnimath-77,4,omnimath,unknown,3,1,0.679033201460243,6,0
omnimath-78,2,omnimath,unknown,0,1,0.6103825254412756,12,0
omnimath-79,4,omnimath,unknown,1,3,0.6243579471850911,12,0
omnimath-8,2,omnimath,unknown,0,3,0.6930614563525724,6,0
omnimath-80,4,omnimath,unknown,4,1,0.6818871166716496,8,0
omnimath-81,4,omnimath,unknown,4,2,0.6026736413716375,7,0
omnimath-82,3,omnimath,unknown,0,1,0.8351179731104057,8,0
omnimath-83,2,omnimath,unknown,2,4,0.5732723563241732,9,0
omnimath-84,1,omnimath,unknown,4,1,0.7259240416700549,6,0
omnimath-85,2,omnimath,unknown,1,3,0.7317174529162453,5,0
omnimath-86,4,omnimath,unknown,1,0,0.8170702367661956,4,0
omnimath-87,4,omnimath,unknown,3,1,0.6750381184054993,10,0
omnimath-88,1,omnimath,unknown,1,1,0.8265521251478739,10,1
omnimath-89,4,omnimath,unknown,5,3,0.7832076416435683,7,0
omnimath-9,1,omnimath,unknown,1,1,0.7423247010276263,13,1
omnimath-90,3,omnimath,unknown,7,2,0.5195540120546229,18,0
omnimath-91,4,omnimath,unknown,3,2,0.6877378480397888,9,0
omnimath-92,3,omnimath,unknown,2,1,0.7792897704803237,7,0
omnimath-93,2,omnimath,unknown,3,1,0.7118895521211727,11,0
omnimath-94,1,omnimath,unknown,5,1,0.7141935064294206,9,0
omnimath-95,2,omnimath,unknown,3,1,0.8224948988476369,7,0
omnimath-96,0,omnimath,unknown,0,2,0.6662040559379253,7,0
omnimath-97,0,omnimath,unknown,2,2,0.7937681431878474,9,1
omnimath-98,2,omnimath,unknown,1,3,0.581445751206051,10,0
omnimath-99,1,omnimath,unknown,4,2,0.7311585306675411,7,0
