id,fold,subject,failure_type,true_step_index,predicted_step_index,predicted_step_probability,n_steps,correct
GPT-4o_025_alfworld_task_025,4,alfworld,misalignment,11,3,0.7114196588949568,30,0
GPT-4o_026_alfworld_task_026,2,alfworld,outcome_misinterpretation,4,0,0.8155771865536192,30,0
GPT-4o_027_alfworld_task_027,3,alfworld,over_simplification,2,0,0.7334366980368365,30,0
GPT-4o_028_alfworld_task_028,4,alfworld,impossible_action,3,1,0.8449433972062483,30,0
GPT-4o_029_alfworld_task_029,0,alfworld,hallucination,20,0,0.754180242949693,30,0
GPT-4o_030_alfworld_task_030,1,alfworld,constraint_ignorance,3,2,0.7484116733598607,30,0
GPT-4o_031_alfworld_task_031,2,alfworld,impossible_action,9,0,0.7954100513902969,30,0
GPT-4o_032_alfworld_task_032,3,alfworld,over_simplification,6,0,0.7570072386590675,30,0
GPT-4o_033_alfworld_task_033,4,alfworld,hallucination,9,0,0.8120787855346085,30,0
GPT-4o_034_alfworld_task_034,0,alfworld,progress_misjudge,13,0,0.7507863971419937,30,0
GPT-4o_035_alfworld_task_035,3,alfworld,progress_misjudge,23,3,0.7827819222672255,30,0
GPT-4o_036_alfworld_task_036,4,alfworld,progress_misjudge,9,0,0.7420075105011388,30,0
GPT-4o_037_alfworld_task_037,4,alfworld,hallucination,1,0,0.759774073940242,30,0
GPT-4o_038_alfworld_task_038,2,alfworld,impossible_action,21,0,0.812168390193585,30,0
GPT-4o_039_alfworld_task_039,1,alfworld,over_simplification,3,1,0.7043855103989934,30,0
GPT-4o_040_alfworld_task_040,0,alfworld,impossible_action,6,0,0.7909276793549788,30,0
GPT-4o_041_alfworld_task_041,3,alfworld,over_simplification,3,0,0.7697923167028853,30,0
GPT-4o_043_alfworld_task_043,1,alfworld,progress_misjudge,5,1,0.7537948087834702,30,0
GPT-4o_047_alfworld_task_047,4,alfworld,over_simplification,9,1,0.779189633389992,30,0
GPT-4o_048_alfworld_task_048,3,alfworld,progress_misjudge,25,2,0.7627281578216303,30,0
GPT-4o_049_alfworld_task_049,2,alfworld,over_simplification,8,0,0.808516033614811,30,0
GPT-4o_052_alfworld_task_052,1,alfworld,inefficient_plan,20,0,0.7515378911239405,30,0
GPT-4o_053_alfworld_task_053,0,alfworld,outcome_misinterpretation,14,0,0.7597325348989071,30,0
GPT-4o_054_alfworld_task_054,4,alfworld,inefficient_plan,23,2,0.7413096085202846,30,0
GPT-4o_055_alfworld_task_055,3,alfworld,progress_misjudge,5,0,0.7299903787796777,30,0
GPT-4o_056_alfworld_task_056,2,alfworld,impossible_action,3,0,0.7503483322206842,30,0
Llama3.3-70B-Turbo_001_001,0,alfworld,unknown,9,0,0.8179326243275535,30,0
Llama3.3-70B-Turbo_001_memory_b000_t00_e00-7743eba0,1,gaia,inefficient_plan,5,1,0.8059028052569684,30,0
Llama3.3-70B-Turbo_002_002,1,alfworld,unknown,10,3,0.7083750144334976,30,0
Llama3.3-70B-Turbo_002_memory_b000_t00_e01-7ab08a46,4,gaia,inefficient_plan,9,0,0.7387564125345718,30,0
Llama3.3-70B-Turbo_003_003,3,alfworld,unknown,3,3,0.7604545087764566,30,1
Llama3.3-70B-Turbo_003_memory_b000_t00_e02-8d639e26,2,gaia,misalignment,1,1,0.7832723967495931,30,1
Llama3.3-70B-Turbo_004_004,0,alfworld,unknown,14,1,0.7819723720909988,30,0
Llama3.3-70B-Turbo_004_memory_b000_t00_e03-21a3a421,0,gaia,constraint_ignorance,0,0,0.9271722766688106,1,1
Llama3.3-70B-Turbo_004_webshop_task_004,1,webshop,over_simplification,1,5,0.7001639088738875,30,0
Llama3.3-70B-Turbo_005_005,2,alfworld,unknown,2,0,0.7663927223518827,30,0
Llama3.3-70B-Turbo_005_memory_b000_t00_e04-5e8c1dcf,3,gaia,tool_execution_error ,0,1,0.7245468904548042,30,0
Llama3.3-70B-Turbo_005_webshop_task_005,4,webshop,environment_error,0,4,0.7857425523941837,30,0
Llama3.3-70B-Turbo_006_006,0,alfworld,unknown,6,0,0.7904565294183774,30,0
Llama3.3-70B-Turbo_006_memory_b000_t00_e05-c9015705,1,gaia,progress_misjudge,5,0,0.7201708124123979,30,0
Llama3.3-70B-Turbo_006_webshop_task_006,2,webshop,over_simplification,5,0,0.7897160291124289,30,0
Llama3.3-70B-Turbo_007_007,4,alfworld,unknown,2,0,0.7429745764950364,30,0
Llama3.3-70B-Turbo_007_memory_b000_t00_e08-f572f2ad,1,gaia,parameter_error,0,0,0.8401654193746173,13,1
Llama3.3-70B-Turbo_007_webshop_task_007,0,webshop,hallucination,20,0,0.8040830227239807,30,0
Llama3.3-70B-Turbo_008_008,1,alfworld,unknown,1,0,0.7414748806881635,30,0
Llama3.3-70B-Turbo_008_memory_b000_t00_e09-f0557a9f,4,gaia,impossible_action,6,1,0.8313145494941208,19,0
Llama3.3-70B-Turbo_008_webshop_task_008,2,webshop,hallucination,1,1,0.6910686495667365,30,1
Llama3.3-70B-Turbo_009_009,3,alfworld,unknown,2,1,0.7271702563535877,30,0
Llama3.3-70B-Turbo_009_memory_b001_t00_e00-7743eba0,2,gaia,hallucination,3,0,0.7621824607328064,30,0
Llama3.3-70B-Turbo_009_webshop_task_009,3,webshop,parameter_error,8,2,0.7728405270640109,30,0
Llama3.3-70B-Turbo_010_010,4,alfworld,unknown,3,2,0.721078103715343,30,0
Llama3.3-70B-Turbo_010_memory_b001_t00_e01-7ab08a46,1,gaia,over_simplification,1,7,0.8230922616187051,8,0
Llama3.3-70B-Turbo_010_webshop_task_010,0,webshop,over_simplification,3,0,0.7446142267474222,30,0
Llama3.3-70B-Turbo_011_011,3,alfworld,unknown,2,0,0.7403339287456309,30,0
Llama3.3-70B-Turbo_011_memory_b001_t00_e02-8d639e26,2,gaia,inefficient_plan,2,0,0.7844556104645553,30,0
Llama3.3-70B-Turbo_011_webshop_task_011,1,webshop,plan_inefficient,3,1,0.743117142737598,30,0
Llama3.3-70B-Turbo_012_012,0,alfworld,unknown,23,0,0.7754965838982514,30,0
Llama3.3-70B-Turbo_012_memory_b001_t00_e03-21a3a421,3,gaia,outcome_misinterpretation,3,0,0.9286090544629442,5,0
Llama3.3-70B-Turbo_012_webshop_task_012,1,webshop,environment_error,0,2,0.7146218724360016,30,0
Llama3.3-70B-Turbo_013_013,2,alfworld,unknown,3,0,0.7726619309809645,30,0
Llama3.3-70B-Turbo_013_memory_b001_t00_e04-5e8c1dcf,2,gaia,progress_misjudge,1,1,0.9724013258591649,2,1
Llama3.3-70B-Turbo_013_webshop_task_013,4,webshop,environment_error,0,1,0.8226885250790773,30,0
Llama3.3-70B-Turbo_014_014,0,alfworld,unknown,9,0,0.7346653117680843,30,0
Llama3.3-70B-Turbo_014_memory_b001_t00_e05-c9015705,4,gaia,tool_execution_error,3,1,0.8038460289202768,30,0
Llama3.3-70B-Turbo_014_webshop_task_014,3,webshop,over_simplification,1,0,0.7724775999116565,30,0
Llama3.3-70B-Turbo_015_037,1,alfworld,unknown,1,1,0.7586683924138042,30,1
Llama3.3-70B-Turbo_015_memory_b001_t00_e06-71f77595,2,gaia,misalignment,0,3,0.8855418587103485,4,0
Llama3.3-70B-Turbo_015_webshop_task_015,0,webshop,causal_misattribution,5,0,0.7793929847229666,30,0
Llama3.3-70B-Turbo_016_043,2,alfworld,unknown,1,0,0.811038871705918,30,0
Llama3.3-70B-Turbo_016_memory_b001_t00_e07-f5b5d66a,2,gaia,inefficient_plan,7,1,0.8676016840438422,17,0
Llama3.3-70B-Turbo_016_webshop_task_016,3,webshop,over_simplification,3,0,0.733139959828561,30,0
Llama3.3-70B-Turbo_017_044,4,alfworld,unknown,3,1,0.802452867041957,30,0
Llama3.3-70B-Turbo_017_memory_b001_t00_e08-f572f2ad,0,gaia,inefficient_plan,1,0,0.7799242244210934,30,0
Llama3.3-70B-Turbo_017_webshop_task_017,3,webshop,hallucination,5,0,0.7424524462482743,30,0
Llama3.3-70B-Turbo_018_045,1,alfworld,unknown,0,0,0.6849485168256632,30,1
Llama3.3-70B-Turbo_018_webshop_task_018,0,webshop,plan_inefficient,5,0,0.742961520439335,30,0
Llama3.3-70B-Turbo_019_054,4,alfworld,unknown,4,0,0.767860572495607,30,0
Llama3.3-70B-Turbo_019_webshop_task_019,2,webshop,plan_inefficient,6,0,0.8195029559185724,30,0
Llama3.3-70B-Turbo_020_057,4,alfworld,unknown,1,1,0.8264932722521918,30,1
Llama3.3-70B-Turbo_020_webshop_task_020,0,webshop,unknown,3,0,0.7209378863006252,30,0
Llama3.3-70B-Turbo_021_059,1,alfworld,unknown,2,0,0.7280390134458032,30,0
Llama3.3-70B-Turbo_022_064,2,alfworld,unknown,15,0,0.814320142109314,30,0
Llama3.3-70B-Turbo_023_065,4,alfworld,unknown,2,0,0.7798984774203,30,0
Qwen3-8B_001_chat_b000_t00_e00-d3248f80,0,webshop,constraint_ignorance,7,0,0.7468780778255872,30,0
Qwen3-8B_001_id_1___chat_b000_t00_e01-5b8f974f,1,alfworld,step_limit,29,0,0.7421116229086429,30,0
Qwen3-8B_001_memory_b000_t00_e00-7743eba0,0,gaia,impossible_action,1,1,0.8548510926343125,12,1
Qwen3-8B_002_chat_b000_t00_e01-7ab08a46,1,webshop,progress_misjudge,4,4,0.9181666644899424,5,1
Qwen3-8B_002_id_2___chat_b000_t00_e04-7e3c13ba,3,alfworld,inefficient_plan,4,0,0.7733341144582082,30,0
Qwen3-8B_002_memory_b000_t00_e01-7ab08a46,4,gaia,inefficient_plan,3,0,0.9022135887534538,4,0
Qwen3-8B_003_chat_b000_t00_e02-1e119842,0,webshop,constraint_ignorance,6,0,0.7539686329651106,30,0
Qwen3-8B_003_id_3___chat_b001_t00_e01-5b8f974f,4,alfworld,inefficient_plan,3,1,0.8098955461638274,30,0
Qwen3-8B_003_memory_b000_t00_e02-8d639e26,2,gaia,inefficient_plan,1,0,0.8994357649008815,5,0
Qwen3-8B_004_chat_b000_t00_e03-d2034edc,3,webshop,inefficient_plan,14,1,0.7669868977729499,30,0
Qwen3-8B_004_id_4___chat_b001_t00_e02-1e119842,3,alfworld,step_limit,29,0,0.7421999664740003,30,0
Qwen3-8B_004_memory_b000_t00_e04-5e8c1dcf,0,gaia,constraint_ignorance,0,0,0.9287922848692066,1,1
Qwen3-8B_005_chat_b000_t00_e04-7e3c13ba,2,webshop,environment_error,0,2,0.7118851142647402,30,0
Qwen3-8B_005_id_5___chat_b004_t00_e02-1e119842,1,alfworld,step_limit,29,0,0.7269911282345988,30,0
Qwen3-8B_005_memory_b000_t00_e05-c9015705,1,gaia,inefficient_plan,2,1,0.9414494330253323,3,0
Qwen3-8B_006_chat_b000_t00_e05-996588dc,4,webshop,inefficient_plan,6,1,0.8527870457237791,30,0
Qwen3-8B_006_id_6___chat_b004_t00_e03-d2034edc,0,alfworld,inefficient_plan,0,0,0.6883978474526614,30,1
Qwen3-8B_006_memory_b000_t00_e06-71f77595,4,gaia,llm_limit,0,0,0.9188607363122407,1,1
Qwen3-8B_007_chat_b000_t00_e07-d50ae81f,1,webshop,constraint_ignorance,7,2,0.6900763317209342,30,0
Qwen3-8B_007_id_7___chat_b005_t00_e00-d3248f80,2,alfworld,step_limit,29,1,0.8112615286580231,30,0
Qwen3-8B_007_memory_b000_t00_e07-f5b5d66a,1,gaia,inefficient_plan,1,1,0.930457439202443,3,1
Qwen3-8B_008_chat_b000_t00_e08-6a7bac22,3,webshop,inefficient_plan,6,0,0.7222725690591981,30,0
Qwen3-8B_008_id_8___chat_b005_t00_e00-d3248f80,2,alfworld,outcome_misinterpretation,2,0,0.8244301946389374,30,0
Qwen3-8B_008_memory_b000_t00_e08-f572f2ad,4,gaia,outcome_misinterpretation,1,3,0.8767624038342423,4,0
Qwen3-8B_009_chat_b000_t00_e09-f0557a9f,1,webshop,progress_misjudge,12,1,0.7799787229524987,13,0
Qwen3-8B_009_id_9___chat_b005_t00_e03-d2034edc,4,alfworld,unknown,29,1,0.843176813549115,30,0
Qwen3-8B_009_memory_b000_t00_e09-f0557a9f,4,gaia,inefficient_plan,3,0,0.8499514709871793,6,0
Qwen3-8B_010_chat_b000_t00_e10-69d80a84,1,webshop,inefficient_plan,3,0,0.7147460930256078,30,0
Qwen3-8B_010_id_10___chat_b005_t00_e04-7e3c13ba,0,alfworld,inefficient_plan,12,0,0.8053896245598319,30,0
Qwen3-8B_010_memory_b001_t00_e00-7743eba0,4,gaia,constraint_ignorance,0,0,0.9040287207434186,1,1
Qwen3-8B_011_chat_b000_t00_e11-1cc61441,3,webshop,inefficient_plan,11,1,0.7727705901747899,30,0
Qwen3-8B_011_id_11___chat_b006_t00_e01-5b8f974f,0,alfworld,unknown,29,0,0.7274224627618797,30,0
Qwen3-8B_011_memory_b001_t00_e01-7ab08a46,3,gaia,tool_execution_error,4,1,0.7921004087418339,21,0
Qwen3-8B_012_chat_b000_t00_e12-f27d2887,4,webshop,constraint_ignorance,11,0,0.7640507261149078,30,0
Qwen3-8B_012_id_12___chat_b006_t00_e02-1e119842,1,alfworld,progress_misjudge,7,1,0.8416484420168356,30,0
Qwen3-8B_012_memory_b001_t00_e02-8d639e26,4,gaia,inefficient_plan,1,1,0.8562293111105332,7,1
Qwen3-8B_013_chat_b000_t00_e13-eb20423f,3,webshop,causal_misattribution,5,1,0.8961378517027019,9,0
Qwen3-8B_013_id_13___chat_b007_t00_e01-5b8f974f,2,alfworld,constraint_ignorance,7,0,0.7671611803874929,30,0
Qwen3-8B_013_memory_b001_t00_e03-21a3a421,0,gaia,outcome_misinterpretation,3,1,0.9650602924944162,4,0
Qwen3-8B_014_chat_b000_t00_e14-1d03d2d8,3,webshop,progress_misjudge,3,3,0.9025148120473425,4,1
Qwen3-8B_014_id_14___chat_b007_t00_e02-1e119842,3,alfworld,inefficient_plan,10,0,0.6705878803028935,30,0
Qwen3-8B_014_memory_b001_t00_e04-5e8c1dcf,2,gaia,progress_misjudge,3,0,0.8908877718362908,4,0
Qwen3-8B_015_chat_b000_t00_e15-75a3b882,0,webshop,misalignment,6,0,0.8715464751124156,7,0
Qwen3-8B_015_id_15___chat_b008_t00_e00-d3248f80,2,alfworld,step_limit,29,0,0.8220687070765429,30,0
Qwen3-8B_015_memory_b001_t00_e05-c9015705,3,gaia,outcome_misinterpretation,1,0,0.9635347630036493,2,0
Qwen3-8B_016_chat_b000_t00_e16-3c6f739f,0,webshop,progress_misjudge,3,3,0.9063492677711747,4,1
Qwen3-8B_016_id_16___chat_b008_t00_e03-d2034edc,1,alfworld,outcome_misinterpretation,2,1,0.652519535067701,30,0
Qwen3-8B_017_chat_b000_t00_e17-fbe4c42d,4,webshop,hallucination,8,1,0.8444923735848644,9,0
Qwen3-8B_017_id_17___chat_b009_t00_e01-5b8f974f,0,alfworld,outcome_misinterpretation,9,0,0.7621673919143257,30,0
Qwen3-8B_017_memory_b001_t00_e07-f5b5d66a,0,gaia,inefficient_plan,1,0,0.8984452979787385,5,0
Qwen3-8B_018_chat_b000_t00_e18-5d01dff2,3,webshop,hallucination,8,2,0.8695403579102701,9,0
Qwen3-8B_018_id_18___chat_b009_t00_e03-d2034edc,4,alfworld,causal_misattribution,3,1,0.786592007213768,30,0
Qwen3-8B_019_id_19___chat_b012_t00_e00-d3248f80,3,alfworld,constraint_ignorance,5,1,0.8152573637537943,30,0
Qwen3-8B_020_id_20___chat_b012_t00_e01-5b8f974f,2,alfworld,invalid_action,21,1,0.7646431240030617,30,0
Qwen3-8B_021_id_21___chat_b012_t00_e02-1e119842,1,alfworld,inefficient_plan,4,0,0.7760134713488295,30,0
Qwen3-8B_022_id_22___chat_b012_t00_e04-7e3c13ba,0,alfworld,causal_misattribution,4,0,0.8063384073740487,30,0
Qwen3-8B_023_id_23___chat_b013_t00_e00-d3248f80,4,alfworld,inefficient_plan,3,0,0.6804841301271197,30,0
Qwen3-8B_024_id_24___chat_b013_t00_e01-5b8f974f,3,alfworld,step_limit,29,0,0.7369422399872525,30,0
Qwen3-8B_025_id_25___chat_b013_t00_e03-d2034edc,2,alfworld,constraint_ignorance,25,0,0.7547900821561613,30,0
Qwen3-8B_026_id_26___chat_b014_t00_e04-7e3c13ba,1,alfworld,inefficient_plan,0,1,0.7352420831141863,30,0
Qwen3-8B_027_id_27___chat_b015_t00_e02-1e119842,0,alfworld,unknown,22,0,0.6856638220798106,30,0
