umap_x,umap_y,target,id,subject,final_answer_correct,is_correct
10.578289,11.530238,1,BFCL/119,Tool Use,True,True
9.840605,10.466648,1,BFCL/120,Tool Use,True,True
10.2166195,9.092355,1,BFCL/121,Tool Use,True,True
11.270218,11.235633,0,BFCL/122,Tool Use,False,False
11.331838,10.4639435,0,BFCL/123,Tool Use,False,False
9.393442,11.990693,1,BFCL/124,Tool Use,True,True
8.955996,12.388468,1,BFCL/125,Tool Use,True,True
9.950535,11.916408,0,BFCL/126,Tool Use,False,False
10.434036,11.0383835,1,BFCL/127,Tool Use,True,True
9.95,10.296578,1,BFCL/128,Tool Use,True,True
10.976603,11.838647,0,BFCL/129,Tool Use,False,False
8.963212,11.825388,0,BFCL/130,Tool Use,False,False
11.796392,11.486079,0,BFCL/131,Tool Use,False,False
9.050967,11.453659,1,BFCL/132,Tool Use,True,True
9.370987,11.637746,0,BFCL/133,Tool Use,False,False
8.992861,12.353878,1,BFCL/134,Tool Use,True,True
9.571803,10.891578,1,BFCL/135,Tool Use,True,True
9.903151,12.316345,0,BFCL/136,Tool Use,False,False
11.157685,10.699521,1,BFCL/137,Tool Use,True,True
9.514451,11.693658,0,BFCL/138,Tool Use,False,False
9.749265,12.262826,0,BFCL/139,Tool Use,False,False
10.603555,12.04661,0,BFCL/140,Tool Use,False,False
10.973399,11.351562,0,BFCL/141,Tool Use,False,False
9.105387,12.059018,1,BFCL/142,Tool Use,True,True
11.887061,9.858309,1,BFCL/143,Tool Use,True,True
12.041444,10.122976,0,BFCL/144,Tool Use,False,False
10.341568,9.964312,1,BFCL/145,Tool Use,True,True
10.576552,11.113798,0,BFCL/146,Tool Use,False,False
10.998766,10.665994,1,BFCL/147,Tool Use,True,True
8.7058735,11.488252,0,BFCL/148,Tool Use,False,False
9.771661,12.301448,1,BFCL/149,Tool Use,True,True
11.941135,9.904676,1,BFCL/150,Tool Use,True,True
9.535576,11.959517,0,BFCL/151,Tool Use,False,False
9.316792,12.58321,1,BFCL/152,Tool Use,True,True
9.076765,12.40261,0,BFCL/153,Tool Use,False,False
8.62337,11.890777,1,BFCL/154,Tool Use,True,True
9.117887,12.435414,0,BFCL/155,Tool Use,False,False
9.714669,11.956273,0,BFCL/156,Tool Use,False,False
10.88945,10.850342,1,BFCL/157,Tool Use,True,True
9.103389,12.118932,0,BFCL/158,Tool Use,False,False
9.473222,9.237305,0,BFCL/159,Tool Use,False,False
9.085243,12.431241,0,BFCL/160,Tool Use,False,False
11.603285,10.195086,0,BFCL/161,Tool Use,False,False
9.363393,7.606931,0,BFCL/162,Tool Use,False,False
10.113397,11.438529,1,BFCL/163,Tool Use,True,True
2.0423765,10.723967,0,Camel/000,Math,False,False
2.542336,7.747601,1,Camel/001,Science,True,True
9.147465,9.2499,1,Camel/002,General Assistant,True,True
1.7578472,9.796289,0,Camel/003,Math,False,False
2.2183466,9.906664,0,Camel/004,Science,False,False
8.567905,11.844243,0,Camel/005,General Assistant,False,False
0.98899597,9.193015,0,Camel/006,Science,False,False
1.4955032,8.139833,1,Camel/007,Science,True,True
10.279891,9.823794,0,Camel/008,Math,False,False
8.872028,12.040279,0,Camel/009,Math,False,False
1.7457222,10.254869,1,Camel/010,General Assistant,True,True
0.8155027,8.788273,0,Camel/011,Science,False,False
8.234407,12.02873,0,Camel/012,General Assistant,False,False
1.6926043,10.4472685,1,Camel/013,General Assistant,True,True
2.6996377,8.984557,0,Camel/014,Science,False,False
9.169228,11.727771,1,Camel/015,General Assistant,True,True
9.288296,10.636494,0,Camel/016,World Knowledge,False,False
1.3677694,9.496524,1,Camel/017,Science,True,True
0.9569493,9.609948,0,Camel/018,Science,False,False
10.535143,7.814108,0,Camel/019,General Assistant,False,False
3.1579316,10.253009,0,Camel/020,World Knowledge,False,False
2.1429832,8.571854,0,Camel/021,Science,False,False
8.836429,9.697073,0,Camel/022,General Assistant,False,False
10.147137,9.338456,1,Camel/023,General Assistant,True,True
9.879481,10.049893,0,Camel/024,General Assistant,False,False
0.8260959,9.203377,1,Camel/025,Math,True,True
2.8805568,9.969654,0,Camel/026,Math,False,False
7.786902,7.779578,0,Camel/027,Math,False,False
10.447836,6.209086,1,Camel/028,World Knowledge,True,True
8.613024,8.586596,0,Camel/029,World Knowledge,False,False
0.6467235,9.288673,0,Camel/030,Science,False,False
1.507189,8.73126,0,Camel/031,Science,False,False
2.568696,10.513528,0,Camel/032,Science,False,False
10.093262,8.291333,1,Camel/033,Science,True,True
8.461081,11.78099,0,Camel/034,General Assistant,False,False
2.3353016,8.961869,1,Camel/035,General Assistant,True,True
9.894883,11.051672,1,Camel/036,General Assistant,True,True
8.718419,11.816562,0,Camel/037,General Assistant,False,False
3.2738988,8.31094,0,Camel/038,General Assistant,False,False
11.099564,8.826355,0,Camel/039,World Knowledge,False,False
10.8849945,8.812709,1,Camel/040,World Knowledge,True,True
2.4570599,9.533688,1,Camel/041,World Knowledge,True,True
9.526512,10.352705,1,Camel/042,World Knowledge,True,True
2.3763456,10.330541,1,Camel/043,World Knowledge,True,True
10.087562,11.049442,0,Camel/044,World Knowledge,False,False
9.380552,10.913451,0,Camel/045,World Knowledge,False,False
1.8164306,8.881346,0,Camel/046,World Knowledge,False,False
2.4102943,10.467222,1,Camel/047,World Knowledge,True,True
2.0051975,10.726357,1,Camel/048,World Knowledge,True,True
1.9108882,10.214422,0,Camel/049,World Knowledge,False,False
11.243198,10.479845,1,Camel/050,World Knowledge,True,True
1.4146022,10.271,0,Camel/051,World Knowledge,False,False
1.7870568,9.277543,0,Camel/052,Science,False,False
2.1312058,8.054256,0,Camel/053,Science,False,False
11.878986,9.822173,0,Camel/054,Science,False,False
1.2377099,10.06144,0,Camel/055,Science,False,False
1.7698913,9.983737,0,Camel/056,Science,False,False
3.1936145,10.285658,0,Camel/057,Science,False,False
0.11045015,9.689043,0,Camel/058,Science,False,False
1.4050856,9.711885,0,Camel/059,Science,False,False
2.911529,8.83937,0,Camel/060,Science,False,False
1.7874975,9.009857,1,Camel/061,Science,True,True
0.1577922,9.670822,1,Camel/062,Science,True,True
2.129997,8.394784,0,Camel/063,Science,False,False
1.6549637,9.443252,1,Camel/064,Science,True,True
1.6166881,9.81309,0,Camel/065,Science,False,False
1.549132,10.433941,0,Camel/066,Science,False,False
3.3558261,10.173607,0,Camel/067,Science,False,False
11.537192,9.3772955,1,Camel/068,Science,True,True
8.44216,8.443152,1,Camel/069,Science,True,True
1.9428201,8.459606,0,Camel/070,Science,False,False
1.2458463,9.262294,0,Camel/071,Science,False,False
2.2344286,7.867934,0,Camel/072,Science,False,False
-0.0825846,9.665629,0,Camel/073,Science,False,False
2.048108,9.177048,0,Camel/074,Science,False,False
10.995229,6.4254475,0,Camel/075,Science,False,False
11.454678,7.790935,1,Camel/076,Math,True,True
11.388253,7.851382,1,Camel/077,Math,True,True
10.006466,8.247725,1,Camel/078,Math,True,True
9.16595,11.57006,1,Camel/079,Math,True,True
9.632359,9.812599,1,Camel/080,Math,True,True
8.399472,6.7079186,1,Camel/081,Math,True,True
11.485096,11.179784,1,Camel/082,Math,True,True
2.016623,9.306985,1,Camel/083,Math,True,True
10.290987,8.052411,1,Camel/084,Math,True,True
12.189845,11.41429,1,Camel/085,Math,True,True
8.335574,7.1025224,1,Camel/086,Math,True,True
2.1560676,10.327014,0,Camel/087,Math,False,False
2.2526755,10.451852,0,Camel/088,Math,False,False
1.0738482,8.359332,0,Camel/089,Math,False,False
8.900922,11.97046,0,Camel/090,Math,False,False
2.055949,9.776937,0,Camel/091,Math,False,False
2.4473598,10.460873,0,Camel/092,Math,False,False
3.186945,8.046281,1,Magentic_One/000,World Knowledge,True,True
1.1664468,10.098681,0,Magentic_One/001,Science,False,False
9.122675,11.028812,0,Magentic_One/002,Science,False,False
10.383124,6.5739,1,Magentic_One/003,World Knowledge,True,True
8.905456,9.012875,1,Magentic_One/004,General Assistant,True,True
9.7635145,9.92634,0,Magentic_One/005,World Knowledge,False,False
8.417019,8.179515,1,Magentic_One/006,World Knowledge,True,True
2.3422024,7.6919465,0,Magentic_One/007,Science,False,False
8.860915,8.206243,0,Magentic_One/008,General Assistant,False,False
9.945428,9.888037,1,Magentic_One/009,General Assistant,True,True
2.4475427,9.57968,0,Magentic_One/010,Science,False,False
3.8411047,8.143201,0,Magentic_One/011,Science,False,False
1.8675162,10.382943,0,Magentic_One/012,Math,False,False
9.418383,10.739314,0,Magentic_One/013,General Assistant,False,False
10.692008,10.741723,1,Magentic_One/014,Science,True,True
3.4016404,8.116113,1,Magentic_One/015,Science,True,True
11.440743,7.705916,0,Magentic_One/016,World Knowledge,False,False
2.323413,7.74929,0,Magentic_One/017,General Assistant,False,False
3.2009363,10.213862,0,Magentic_One/018,Math,False,False
9.4007015,6.3830647,0,Magentic_One/019,World Knowledge,False,False
8.557663,8.577502,0,Magentic_One/020,General Assistant,False,False
11.516763,7.6319475,0,Magentic_One/021,World Knowledge,False,False
11.739466,9.604922,0,Magentic_One/022,World Knowledge,False,False
12.161814,11.367891,0,Magentic_One/023,Math,False,False
8.847833,10.93336,0,Magentic_One/024,World Knowledge,False,False
11.566086,8.33506,0,Magentic_One/025,World Knowledge,False,False
1.9130468,10.613848,1,Magentic_One/026,General Assistant,True,True
8.277614,12.047174,1,Magentic_One/027,Science,True,True
2.4902885,10.35143,0,Magentic_One/028,Science,False,False
1.735662,10.410034,1,Magentic_One/029,Math,True,True
2.282929,10.374877,1,Magentic_One/030,Math,True,True
8.561385,11.686677,0,Magentic_One/031,Math,False,False
3.3769329,8.244456,0,Magentic_One/032,Math,False,False
2.405756,10.195724,1,Magentic_One/033,Math,True,True
9.43948,9.842056,0,Magentic_One/034,World Knowledge,False,False
11.372422,8.44692,0,Magentic_One/035,World Knowledge,False,False
10.353972,6.921791,1,Magentic_One/036,World Knowledge,True,True
11.22438,8.019804,0,Magentic_One/037,World Knowledge,False,False
8.201848,12.192718,0,Magentic_One/038,World Knowledge,False,False
10.831128,10.552325,1,Magentic_One/039,World Knowledge,True,True
11.142107,10.495844,1,Magentic_One/040,World Knowledge,True,True
2.4706416,7.8515625,0,Magentic_One/041,World Knowledge,False,False
11.587732,8.604142,0,Magentic_One/042,World Knowledge,False,False
8.19746,12.129369,0,Magentic_One/043,Math,False,False
1.4170581,8.458382,1,Magentic_One/044,Science,True,True
3.042808,10.453457,0,Magentic_One/045,Science,False,False
0.99751294,9.093497,0,Magentic_One/046,Science,False,False
1.495991,10.179526,0,Magentic_One/047,Science,False,False
8.819422,8.969776,1,Magentic_One/048,Science,True,True
2.4395428,10.461692,1,Magentic_One/049,Science,True,True
10.303717,5.4345894,1,Magentic_One/050,General Assistant,True,True
2.3179417,10.443489,0,Magentic_One/051,General Assistant,False,False
1.6183527,10.468051,0,Magentic_One/052,General Assistant,False,False
8.134954,12.105082,1,Magentic_One/053,General Assistant,True,True
7.8293915,12.131838,0,Magentic_One/054,General Assistant,False,False
9.916464,7.416493,1,Magentic_One/055,General Assistant,True,True
1.7198423,10.633178,1,Magentic_One/056,General Assistant,True,True
10.65627,10.650466,1,Magentic_One/057,General Assistant,True,True
9.556989,9.875339,0,Magentic_One/058,General Assistant,False,False
9.52665,6.3768425,0,Magentic_One/059,General Assistant,False,False
10.046116,9.785945,1,Magentic_One/060,General Assistant,True,True
1.6720719,10.177646,0,Magentic_One/061,General Assistant,False,False
3.2811055,10.352107,1,Magentic_One/062,General Assistant,True,True
8.356105,8.226845,1,Magentic_One/063,World Knowledge,True,True
8.173527,12.051233,1,Magentic_One/064,World Knowledge,True,True
9.735778,9.124985,1,Magentic_One/065,World Knowledge,True,True
7.828665,7.484951,1,Magentic_One/066,World Knowledge,True,True
10.057569,10.916829,1,Magentic_One/067,World Knowledge,True,True
8.418012,6.604724,1,Magentic_One/068,World Knowledge,True,True
9.826327,11.072224,0,Magentic_One/069,World Knowledge,False,False
10.421308,10.543168,1,Magentic_One/070,World Knowledge,True,True
10.851121,6.755466,0,Magentic_One/071,World Knowledge,False,False
10.11667,9.899269,1,Magentic_One/072,Science,True,True
2.2329667,8.103256,0,Magentic_One/073,Science,False,False
8.630142,11.425547,0,Magentic_One/074,Science,False,False
2.521449,8.90237,0,Magentic_One/075,Science,False,False
8.702467,8.742146,0,Magentic_One/076,Science,False,False
2.4415588,9.641436,1,Magentic_One/077,Science,True,True
2.5187361,10.392527,0,Magentic_One/078,Science,False,False
2.5313566,7.703162,0,Magentic_One/079,Science,False,False
2.2857854,7.866014,1,Magentic_One/080,Science,True,True
8.380392,7.9592724,1,Magentic_One/081,Science,True,True
0.7736983,9.212102,1,Magentic_One/082,Science,True,True
2.4669402,7.7704473,1,Magentic_One/083,Science,True,True
2.8162012,10.675372,0,Magentic_One/084,Science,False,False
1.5568421,9.574166,1,Magentic_One/085,Math,True,True
2.2485797,10.762957,1,Magentic_One/086,Math,True,True
9.796986,9.9683275,0,Magentic_One/087,Math,False,False
8.728711,7.5740623,0,Magentic_One/088,Math,False,False
9.822798,10.834431,0,Magentic_One/089,Math,False,False
9.331514,12.345585,0,Magentic_One/090,Math,False,False
2.66092,10.7554245,0,Magentic_One/091,Math,False,False
8.210194,6.966468,0,Magentic_One/092,Math,False,False
8.233314,12.06338,0,Magentic_One/093,Math,False,False
0.8002254,9.678289,1,Octotools/000,World Knowledge,True,True
1.1922313,8.952857,1,Octotools/001,General Assistant,True,True
-0.056219872,9.621448,0,Octotools/002,Math,False,False
0.005843865,9.594363,1,Octotools/003,Math,True,True
0.88366246,9.431049,1,Octotools/004,Math,True,True
2.5512333,10.318617,0,Octotools/005,Science,False,False
1.5774176,8.969982,0,Octotools/006,World Knowledge,False,False
1.0024607,9.954675,1,Octotools/007,General Assistant,True,True
0.49023637,9.84409,0,Octotools/008,General Assistant,False,False
0.9596938,9.073875,0,Octotools/009,Science,False,False
1.85628,8.363549,0,Octotools/010,Science,False,False
1.7462908,8.2914505,0,Octotools/011,General Assistant,False,False
0.99196994,9.638699,0,Octotools/012,Math,False,False
1.8380817,8.260172,1,Octotools/013,World Knowledge,True,True
1.5705607,8.108412,0,Octotools/014,Science,False,False
1.8683827,8.951018,0,Octotools/015,World Knowledge,False,False
1.6656246,9.094505,1,Octotools/016,General Assistant,True,True
1.4912723,9.006679,0,Octotools/017,Math,False,False
1.0322378,8.3867035,0,Octotools/018,General Assistant,False,False
1.5219853,9.261814,0,Octotools/019,Science,False,False
0.07948038,9.549829,1,Octotools/020,Math,True,True
1.6942922,9.337139,0,Octotools/021,Science,False,False
0.45339844,9.5931425,0,Octotools/022,Math,False,False
0.8753965,8.566176,0,Octotools/023,World Knowledge,False,False
1.9997864,8.444894,0,Octotools/024,World Knowledge,False,False
2.133068,7.8408914,0,Octotools/025,World Knowledge,False,False
1.4821002,9.044303,0,Octotools/026,World Knowledge,False,False
2.5313706,8.169783,0,Octotools/027,World Knowledge,False,False
2.5077891,9.776246,1,Octotools/028,World Knowledge,True,True
0.6349307,9.299739,0,Octotools/029,Math,False,False
0.015633097,9.680557,0,Octotools/030,Math,False,False
0.5788648,8.641486,0,Octotools/031,Math,False,False
1.6224451,8.854255,1,Octotools/032,Science,True,True
0.7440561,9.319685,0,Octotools/033,Science,False,False
-0.0012134031,9.600016,0,Octotools/034,Science,False,False
1.8489574,8.420189,0,Octotools/035,Science,False,False
1.1100948,8.297958,1,Octotools/036,Science,True,True
1.6601351,9.313381,1,Octotools/037,Science,True,True
2.1836002,9.218982,1,Octotools/038,World Knowledge,True,True
1.08811,8.401681,0,Octotools/039,World Knowledge,False,False
1.923334,8.720017,1,Octotools/040,World Knowledge,True,True
0.9666328,8.513759,1,Octotools/041,World Knowledge,True,True
-0.0014826761,9.632783,1,Octotools/042,Science,True,True
1.0607592,8.294692,0,Octotools/043,Math,False,False
1.3810824,8.495955,0,Octotools/044,Math,False,False
1.057595,8.192729,1,Octotools/045,Math,True,True
0.7832973,9.046353,0,Octotools/046,Math,False,False
8.312532,8.325061,0,OpenDeepSearch/000,General Assistant,False,False
3.143213,9.970857,0,OpenDeepSearch/001,Science,False,False
8.6349325,6.068349,1,OpenDeepSearch/002,General Assistant,True,True
9.44827,9.846677,0,OpenDeepSearch/003,World Knowledge,False,False
9.430703,9.603949,0,OpenDeepSearch/004,World Knowledge,False,False
2.3439229,8.313961,0,OpenDeepSearch/005,Science,False,False
9.21372,8.145982,0,OpenDeepSearch/006,General Assistant,False,False
9.599874,8.14964,0,OpenDeepSearch/007,Science,False,False
10.234498,5.335536,1,OpenDeepSearch/008,World Knowledge,True,True
10.8473015,6.001316,1,OpenDeepSearch/009,World Knowledge,True,True
10.292693,5.88997,0,OpenDeepSearch/010,Science,False,False
10.584798,5.9235682,0,OpenDeepSearch/011,Math,False,False
10.866054,8.10496,0,OpenDeepSearch/012,Math,False,False
8.916007,8.567941,0,OpenDeepSearch/013,General Assistant,False,False
9.330644,7.6854568,1,OpenDeepSearch/014,General Assistant,True,True
10.123991,5.948734,0,OpenDeepSearch/015,General Assistant,False,False
10.435464,8.857598,0,OpenDeepSearch/016,Science,False,False
8.694299,6.1955,0,OpenDeepSearch/017,General Assistant,False,False
11.159202,7.6131825,0,OpenDeepSearch/018,Science,False,False
10.493812,5.472002,0,OpenDeepSearch/019,General Assistant,False,False
9.352351,12.077714,0,OpenDeepSearch/020,General Assistant,False,False
10.223852,5.916108,0,OpenDeepSearch/021,Science,False,False
11.072488,7.469551,1,OpenDeepSearch/022,General Assistant,True,True
8.155851,6.567614,0,OpenDeepSearch/023,Math,False,False
9.628303,10.350356,1,OpenDeepSearch/024,General Assistant,True,True
3.058223,10.104346,0,OpenDeepSearch/025,Science,False,False
10.105248,6.4576163,0,OpenDeepSearch/026,General Assistant,False,False
2.3410523,10.356477,0,OpenDeepSearch/027,World Knowledge,False,False
2.9430013,10.65127,1,OpenDeepSearch/028,Math,True,True
10.841982,5.9861174,0,OpenDeepSearch/029,Math,False,False
3.105846,10.412287,0,OpenDeepSearch/030,Math,False,False
10.739953,8.9896555,0,OpenDeepSearch/031,Math,False,False
9.751835,6.8349195,0,OpenDeepSearch/032,Math,False,False
9.321895,7.681171,0,OpenDeepSearch/033,Math,False,False
9.167415,10.554022,0,OpenDeepSearch/034,World Knowledge,False,False
9.388803,8.1447,0,OpenDeepSearch/035,World Knowledge,False,False
11.104098,8.358114,1,OpenDeepSearch/036,World Knowledge,True,True
8.667648,7.389036,1,OpenDeepSearch/037,World Knowledge,True,True
7.9966273,6.6931734,1,OpenDeepSearch/038,World Knowledge,True,True
8.5162735,6.6487803,0,OpenDeepSearch/039,World Knowledge,False,False
9.690519,7.2485323,1,OpenDeepSearch/040,World Knowledge,True,True
11.374684,8.255425,0,OpenDeepSearch/041,World Knowledge,False,False
10.931458,7.6320477,0,OpenDeepSearch/042,World Knowledge,False,False
11.355998,7.8610725,0,OpenDeepSearch/043,World Knowledge,False,False
10.469218,8.202075,1,OpenDeepSearch/044,World Knowledge,True,True
9.729795,7.6437902,0,OpenDeepSearch/045,World Knowledge,False,False
8.871214,6.291746,0,OpenDeepSearch/046,World Knowledge,False,False
8.459965,8.352569,0,OpenDeepSearch/047,Math,False,False
10.333469,5.799539,1,OpenDeepSearch/048,Math,True,True
10.142538,5.391991,1,OpenDeepSearch/049,Math,True,True
9.432193,7.620719,1,OpenDeepSearch/050,World Knowledge,True,True
10.136328,7.567701,1,OpenDeepSearch/051,World Knowledge,True,True
10.079334,7.9427447,1,OpenDeepSearch/052,World Knowledge,True,True
2.6940522,8.275962,1,OpenDeepSearch/053,World Knowledge,True,True
8.199236,6.9630666,1,OpenDeepSearch/054,World Knowledge,True,True
10.152443,7.8208523,1,OpenDeepSearch/055,World Knowledge,True,True
10.272696,6.2297945,1,OpenDeepSearch/056,World Knowledge,True,True
9.7882395,5.486848,1,OpenDeepSearch/057,World Knowledge,True,True
1.3280085,9.017743,1,OpenDeepSearch/058,World Knowledge,True,True
10.099774,8.286641,1,OpenDeepSearch/059,World Knowledge,True,True
9.953304,7.4285874,1,OpenDeepSearch/060,World Knowledge,True,True
10.459088,5.7402368,0,OpenDeepSearch/061,World Knowledge,False,False
11.422695,7.613748,1,OpenDeepSearch/062,World Knowledge,True,True
9.240229,5.5959272,0,OpenDeepSearch/063,World Knowledge,False,False
9.604465,5.4832664,1,OpenDeepSearch/064,World Knowledge,True,True
9.377756,8.160236,1,OpenDeepSearch/065,World Knowledge,True,True
10.1470785,5.971542,1,OpenDeepSearch/066,World Knowledge,True,True
11.073875,8.863205,0,OpenDeepSearch/067,World Knowledge,False,False
7.8084507,7.5949345,1,OpenDeepSearch/068,World Knowledge,True,True
8.744086,5.9616394,0,OpenDeepSearch/069,World Knowledge,False,False
8.743151,9.194785,0,OpenDeepSearch/070,World Knowledge,False,False
8.949964,5.8346176,1,OpenDeepSearch/071,World Knowledge,True,True
