id,fold,subject,failure_type,true_step_index,predicted_step_index,predicted_step_probability,n_steps,correct
BFCL/112,3,Tool Use,Tool-Use Hallucination,5,3,0.6061100568459634,9,0
BFCL/115,3,Tool Use,Tool-Use Hallucination,7,1,0.6254974074535715,9,0
BFCL/117,4,Tool Use,Tool-Use Hallucination,7,5,0.642895050829682,11,0
BFCL/118,4,Tool Use,Tool-Use Hallucination,4,4,0.7392604411769625,6,1
BFCL/122,1,Tool Use,Tool-Use Hallucination,0,3,0.7204481765530927,7,0
BFCL/123,1,Tool Use,Tool-Use Hallucination,6,1,0.617799900786076,8,0
BFCL/126,4,Tool Use,Tool-Use Hallucination,5,5,0.6262709871275529,12,1
BFCL/129,1,Tool Use,Tool-Use Hallucination,3,2,0.6681637434421427,8,0
BFCL/130,1,Tool Use,Tool-Use Hallucination,6,4,0.5992414508292487,13,0
BFCL/131,3,Tool Use,Tool-Use Hallucination,1,0,0.693335754873899,5,0
BFCL/133,2,Tool Use,Tool-Use Hallucination,7,11,0.4871776309585738,15,0
BFCL/136,1,Tool Use,Tool-Use Hallucination,10,8,0.567075514957608,12,0
BFCL/138,2,Tool Use,Tool-Use Hallucination,5,6,0.5151138385821884,13,0
BFCL/139,2,Tool Use,Tool-Use Hallucination,0,1,0.6978959861541096,10,0
BFCL/140,2,Tool Use,Tool-Use Hallucination,5,0,0.6381309218310492,9,0
BFCL/141,3,Tool Use,Tool-Use Hallucination,6,4,0.6294085796709186,8,0
BFCL/144,1,Tool Use,Tool-Use Hallucination,3,3,0.7417815971130226,5,1
BFCL/146,1,Tool Use,Tool-Use Hallucination,1,8,0.5740404432501409,10,0
BFCL/148,1,Tool Use,Tool-Use Hallucination,5,2,0.435401971300715,18,0
BFCL/151,3,Tool Use,Tool-Use Hallucination,8,10,0.45077317935054434,15,0
BFCL/153,1,Tool Use,Tool-Use Hallucination,13,5,0.5237011137056621,15,0
BFCL/155,3,Tool Use,Tool-Use Hallucination,5,3,0.5634786231604014,13,0
BFCL/156,0,Tool Use,Tool-Use Hallucination,9,3,0.4783176221615003,13,0
BFCL/158,2,Tool Use,Tool-Use Hallucination,10,4,0.712049368610468,14,0
BFCL/159,3,Tool Use,Tool-Use Hallucination,0,2,0.6610978647123552,8,0
BFCL/160,3,Tool Use,Tool-Use Hallucination,11,1,0.5260385270582971,13,0
BFCL/161,2,Tool Use,Tool-Use Hallucination,6,6,0.6926117100303475,8,1
BFCL/162,1,Tool Use,Tool-Use Hallucination,1,0,0.8017692196463261,3,0
Camel/000,3,Math,Reasoning Hallucination,7,12,0.5019219140097158,14,0
Camel/003,1,Math,Reasoning Hallucination,12,5,0.547684320507553,13,0
Camel/004,1,Science,Reasoning Hallucination,9,5,0.548484478956073,11,0
Camel/005,2,General Assistant,Reasoning Hallucination,15,7,0.47017580429863115,18,0
Camel/006,0,Science,Reasoning Hallucination,2,0,0.7728530878371377,3,0
Camel/008,4,Math,Human-Interaction Hallucination,3,6,0.617441118126539,8,0
Camel/009,1,Math,Reasoning Hallucination,3,2,0.6280228719400179,14,0
Camel/011,4,Science,Reasoning Hallucination,2,0,0.8849349166060307,3,0
Camel/012,3,General Assistant,Retrieval Hallucination,17,29,0.21323405499720688,35,0
Camel/014,4,Science,Retrieval Hallucination,2,12,0.4608734615716544,15,0
Camel/016,0,World Knowledge,Planning Hallucination,0,5,0.6239682148051376,9,0
Camel/018,3,Science,Planning Hallucination,0,2,0.6105029588628055,10,0
Camel/019,0,General Assistant,Reasoning Hallucination,2,0,0.6915145284777168,4,0
Camel/020,0,World Knowledge,Retrieval Hallucination,6,0,0.585208831033073,9,0
Camel/021,4,Science,Retrieval Hallucination,3,0,0.7091354437634341,7,0
Camel/022,4,General Assistant,Retrieval Hallucination,3,2,0.6443006699606747,8,0
Camel/024,3,General Assistant,Planning Hallucination,0,5,0.5547841807920565,11,0
Camel/026,3,Math,Reasoning Hallucination,2,1,0.7677621256822015,6,0
Camel/027,0,Math,Reasoning Hallucination,4,3,0.6637215993391578,11,0
Camel/029,1,World Knowledge,Human-Interaction Hallucination,4,0,0.6895887993411183,7,0
Camel/030,2,Science,Reasoning Hallucination,2,0,0.8070354960973598,3,0
Camel/031,1,Science,Reasoning Hallucination,2,0,0.8198288101245502,3,0
Camel/032,0,Science,Reasoning Hallucination,2,1,0.7650314224122474,3,0
Camel/034,2,General Assistant,Human-Interaction Hallucination,14,0,0.30162116060117616,21,0
Camel/037,3,General Assistant,Human-Interaction Hallucination,4,4,0.4192435551898718,16,1
Camel/038,2,General Assistant,Human-Interaction Hallucination,7,7,0.6072776009529824,10,1
Camel/039,0,World Knowledge,Human-Interaction Hallucination,2,5,0.6489869363826739,7,0
Camel/044,1,World Knowledge,Human-Interaction Hallucination,2,4,0.661274614781089,9,0
Camel/045,0,World Knowledge,Human-Interaction Hallucination,8,9,0.5135754382579762,12,0
Camel/046,0,World Knowledge,Human-Interaction Hallucination,2,0,0.7022345090751158,8,0
Camel/049,0,World Knowledge,Retrieval Hallucination,4,8,0.46595564245592536,13,0
Camel/051,2,World Knowledge,Retrieval Hallucination,6,5,0.5354860839501929,11,0
Camel/052,4,Science,Human-Interaction Hallucination,2,1,0.6973790800132748,7,0
Camel/053,0,Science,Human-Interaction Hallucination,2,1,0.6291262788232207,5,0
Camel/054,0,Science,Human-Interaction Hallucination,2,3,0.7362855783411476,6,0
Camel/055,0,Science,Planning Hallucination,0,1,0.5412207443058927,13,0
Camel/056,2,Science,Human-Interaction Hallucination,2,1,0.5069267310872131,17,0
Camel/057,3,Science,Human-Interaction Hallucination,2,0,0.6467668713233051,4,0
Camel/058,4,Science,Human-Interaction Hallucination,2,1,0.7464348255763107,4,0
Camel/059,3,Science,Human-Interaction Hallucination,2,2,0.6330164609866918,7,1
Camel/060,1,Science,Human-Interaction Hallucination,2,2,0.7001596211300335,7,1
Camel/063,1,Science,Human-Interaction Hallucination,2,3,0.6439572670882519,5,0
Camel/065,1,Science,Human-Interaction Hallucination,2,4,0.6241387426361666,10,0
Camel/066,4,Science,Human-Interaction Hallucination,2,4,0.2720504045692209,26,0
Camel/067,0,Science,Human-Interaction Hallucination,2,0,0.7142550777007662,5,0
Camel/070,2,Science,Human-Interaction Hallucination,2,1,0.699770587887045,4,0
Camel/071,1,Science,Human-Interaction Hallucination,2,1,0.7154686015185493,4,0
Camel/072,0,Science,Reasoning Hallucination,3,0,0.6928497661566245,4,0
Camel/073,1,Science,Human-Interaction Hallucination,2,1,0.7964683715433057,6,0
Camel/074,2,Science,Human-Interaction Hallucination,2,6,0.7011486045762202,8,0
Camel/075,0,Science,Planning Hallucination,0,1,0.8029198454028685,7,0
Camel/087,0,Math,Human-Interaction Hallucination,2,2,0.6641797100673669,7,1
Camel/088,2,Math,Human-Interaction Hallucination,2,4,0.6868584767785587,6,0
Camel/089,3,Math,Human-Interaction Hallucination,2,0,0.7175728027379539,4,0
Camel/090,4,Math,Human-Interaction Hallucination,2,1,0.5386030268929083,13,0
Camel/091,4,Math,Human-Interaction Hallucination,2,1,0.7370441444987963,7,0
Camel/092,3,Math,Human-Interaction Hallucination,2,3,0.7438923446888117,5,0
Magentic_One/001,3,Science,Reasoning Hallucination,2,10,0.4281628429507248,18,0
Magentic_One/002,3,Science,Reasoning Hallucination,10,11,0.41729811408023376,14,0
Magentic_One/005,0,World Knowledge,Reasoning Hallucination,8,2,0.5962846220680014,10,0
Magentic_One/007,4,Science,Reasoning Hallucination,2,0,0.7532351780415085,4,0
Magentic_One/008,2,General Assistant,Retrieval Hallucination,2,0,0.7399607599398051,6,0
Magentic_One/010,1,Science,Planning Hallucination,0,6,0.5877166609050347,8,0
Magentic_One/011,2,Science,Planning Hallucination,0,2,0.7190714357901875,4,0
Magentic_One/012,2,Math,Planning Hallucination,0,10,0.5496052624863053,12,0
Magentic_One/013,3,General Assistant,Retrieval Hallucination,2,10,0.47034674994512327,12,0
Magentic_One/016,1,World Knowledge,Retrieval Hallucination,2,2,0.7548718621613054,4,1
Magentic_One/017,0,General Assistant,Reasoning Hallucination,2,0,0.8377034478343004,4,0
Magentic_One/018,2,Math,Reasoning Hallucination,2,4,0.6318871862408478,8,0
Magentic_One/019,3,World Knowledge,Reasoning Hallucination,4,0,0.7986512750914486,6,0
Magentic_One/020,4,General Assistant,Reasoning Hallucination,6,0,0.7473959849760464,8,0
Magentic_One/021,3,World Knowledge,Retrieval Hallucination,2,0,0.7253455416893618,4,0
Magentic_One/022,4,World Knowledge,Planning Hallucination,0,7,0.6847944497652816,8,0
Magentic_One/023,4,Math,Reasoning Hallucination,2,0,0.7888812131174533,4,0
Magentic_One/024,4,World Knowledge,Reasoning Hallucination,10,2,0.5366383647288254,14,0
Magentic_One/025,3,World Knowledge,Reasoning Hallucination,5,0,0.7469171557761679,6,0
Magentic_One/028,2,Science,Planning Hallucination,0,0,0.6103638529969981,8,1
Magentic_One/031,3,Math,Reasoning Hallucination,2,0,0.5108105087125302,14,0
Magentic_One/032,2,Math,Planning Hallucination,0,6,0.5903453112523273,10,0
Magentic_One/034,0,World Knowledge,Retrieval Hallucination,2,1,0.5880103787764486,8,0
Magentic_One/035,4,World Knowledge,Reasoning Hallucination,3,0,0.6766132021571585,8,0
Magentic_One/037,4,World Knowledge,Retrieval Hallucination,2,0,0.6881010756909312,6,0
Magentic_One/038,0,World Knowledge,Reasoning Hallucination,16,10,0.3377315306441736,20,0
Magentic_One/041,2,World Knowledge,Reasoning Hallucination,3,0,0.745953100070255,6,0
Magentic_One/042,0,World Knowledge,Reasoning Hallucination,4,0,0.7008306903165705,6,0
Magentic_One/043,3,Math,Reasoning Hallucination,2,19,0.3173488838747574,22,0
Magentic_One/045,2,Science,Reasoning Hallucination,6,0,0.575516993765751,8,0
Magentic_One/046,4,Science,Planning Hallucination,0,0,0.7826851151900764,4,1
Magentic_One/047,3,Science,Planning Hallucination,0,2,0.5621249399292034,8,0
Magentic_One/051,4,General Assistant,Reasoning Hallucination,5,1,0.5634891093259895,10,0
Magentic_One/052,2,General Assistant,Reasoning Hallucination,14,14,0.2814406653644848,36,1
Magentic_One/054,1,General Assistant,Reasoning Hallucination,25,17,0.15728153251394839,39,0
Magentic_One/058,1,General Assistant,Planning Hallucination,0,2,0.6328197566912946,10,0
Magentic_One/059,3,General Assistant,Reasoning Hallucination,5,0,0.7600564084176318,6,0
Magentic_One/061,0,General Assistant,Planning Hallucination,0,41,0.14913574991259296,43,0
Magentic_One/069,3,World Knowledge,Retrieval Hallucination,6,6,0.44445109240746516,12,1
Magentic_One/071,3,World Knowledge,Retrieval Hallucination,2,0,0.7580146017212794,4,0
Magentic_One/073,2,Science,Planning Hallucination,0,0,0.6471883487229729,6,1
Magentic_One/074,1,Science,Planning Hallucination,2,10,0.498860640387211,14,0
Magentic_One/075,0,Science,Reasoning Hallucination,2,0,0.6963132491032793,6,0
Magentic_One/076,1,Science,Reasoning Hallucination,2,0,0.6496693387320951,6,0
Magentic_One/078,0,Science,Planning Hallucination,0,1,0.6914633711163819,6,0
Magentic_One/079,4,Science,Planning Hallucination,0,0,0.7607513551849197,6,1
Magentic_One/084,1,Science,Planning Hallucination,0,0,0.7451271449685852,4,1
Magentic_One/087,0,Math,Planning Hallucination,2,3,0.6091760297874502,10,0
Magentic_One/088,3,Math,Planning Hallucination,0,0,0.7843346505110054,6,1
Magentic_One/089,1,Math,Reasoning Hallucination,1,0,0.642501316263503,10,0
Magentic_One/090,0,Math,Planning Hallucination,0,4,0.5550569986322008,12,0
Magentic_One/091,3,Math,Planning Hallucination,0,0,0.5825033060035666,8,1
Magentic_One/092,0,Math,Planning Hallucination,2,0,0.7558441060000463,6,0
Magentic_One/093,4,Math,Reasoning Hallucination,17,4,0.34333766001680116,18,0
Octotools/002,3,Math,Reasoning Hallucination,7,4,0.6047479777340222,11,0
Octotools/005,4,Science,Reasoning Hallucination,1,0,0.7532145679133115,6,0
Octotools/006,3,World Knowledge,Retrieval Hallucination,2,0,0.7984704165225252,5,0
Octotools/008,4,General Assistant,Reasoning Hallucination,1,4,0.5719137084978253,11,0
Octotools/009,1,Science,Reasoning Hallucination,1,0,0.8275292211941733,3,0
Octotools/010,2,Science,Reasoning Hallucination,2,0,0.6690139898109783,4,0
Octotools/011,4,General Assistant,Reasoning Hallucination,1,0,0.8768719129095527,3,0
Octotools/012,0,Math,Reasoning Hallucination,1,0,0.6915187064399052,7,0
Octotools/014,3,Science,Planning Hallucination,0,0,0.8921927249885305,3,1
Octotools/015,4,World Knowledge,Reasoning Hallucination,3,0,0.8261682353642072,5,0
Octotools/017,2,Math,Reasoning Hallucination,1,2,0.7265047113226262,5,0
Octotools/018,3,General Assistant,Reasoning Hallucination,3,0,0.7168146163442067,6,0
Octotools/019,4,Science,Reasoning Hallucination,1,0,0.7634235653469041,5,0
Octotools/021,0,Science,Reasoning Hallucination,4,0,0.7574544233937944,6,0
Octotools/022,1,Math,Reasoning Hallucination,2,0,0.7952416538298854,4,0
Octotools/023,0,World Knowledge,Reasoning Hallucination,3,0,0.8021998432728739,4,0
Octotools/024,2,World Knowledge,Reasoning Hallucination,4,4,0.6969292921890226,6,1
Octotools/025,2,World Knowledge,Retrieval Hallucination,1,0,0.8898182016510876,3,0
Octotools/026,1,World Knowledge,Retrieval Hallucination,4,0,0.762256812779951,6,0
Octotools/027,2,World Knowledge,Retrieval Hallucination,2,0,0.7411260881773436,4,0
Octotools/029,3,Math,Reasoning Hallucination,1,0,0.8430294049669377,3,0
Octotools/030,1,Math,Reasoning Hallucination,3,2,0.7373849436529336,5,0
Octotools/031,1,Math,Reasoning Hallucination,2,0,0.8026309066715512,4,0
Octotools/033,1,Science,Reasoning Hallucination,1,0,0.8114362008571165,3,0
Octotools/034,4,Science,Reasoning Hallucination,2,0,0.7461398088330764,4,0
Octotools/035,2,Science,Reasoning Hallucination,1,0,0.8458120774097913,3,0
Octotools/039,4,World Knowledge,Reasoning Hallucination,5,0,0.7762151763629052,7,0
Octotools/043,4,Math,Reasoning Hallucination,1,0,0.7539243111409364,3,0
Octotools/044,0,Math,Reasoning Hallucination,1,0,0.8561445381776439,3,0
Octotools/046,3,Math,Reasoning Hallucination,1,0,0.8213789216074947,3,0
OpenDeepSearch/000,4,General Assistant,Retrieval Hallucination,6,0,0.7503647280647732,9,0
OpenDeepSearch/001,4,Science,Planning Hallucination,0,0,0.8828313229493179,3,1
OpenDeepSearch/003,2,World Knowledge,Reasoning Hallucination,10,1,0.5726383746216162,12,0
OpenDeepSearch/004,1,World Knowledge,Retrieval Hallucination,4,0,0.679359853132691,9,0
OpenDeepSearch/005,3,Science,Retrieval Hallucination,2,2,0.7004226814865044,4,1
OpenDeepSearch/006,1,General Assistant,Retrieval Hallucination,5,0,0.7393332097584837,7,0
OpenDeepSearch/007,3,Science,Retrieval Hallucination,1,0,0.7402860599397256,4,0
OpenDeepSearch/010,2,Science,Planning Hallucination,0,0,0.8037224278392271,4,1
OpenDeepSearch/011,4,Math,Retrieval Hallucination,2,0,0.8236442326459354,5,0
OpenDeepSearch/012,4,Math,Reasoning Hallucination,1,0,0.7485241854330117,4,0
OpenDeepSearch/013,4,General Assistant,Retrieval Hallucination,2,0,0.7620499703088507,4,0
OpenDeepSearch/015,2,General Assistant,Reasoning Hallucination,3,0,0.8146006989732798,5,0
OpenDeepSearch/016,2,Science,Planning Hallucination,0,4,0.6313492744707736,6,0
OpenDeepSearch/017,3,General Assistant,Planning Hallucination,0,0,0.8544549491451493,4,1
OpenDeepSearch/018,2,Science,Planning Hallucination,0,0,0.7193443317260146,5,1
OpenDeepSearch/019,0,General Assistant,Retrieval Hallucination,1,0,0.8724145252010472,5,0
OpenDeepSearch/020,1,General Assistant,Reasoning Hallucination,6,4,0.5420501324641455,12,0
OpenDeepSearch/021,0,Science,Reasoning Hallucination,2,0,0.8387500866620847,4,0
OpenDeepSearch/023,0,Math,Reasoning Hallucination,1,0,0.8987466596858416,3,0
OpenDeepSearch/025,1,Science,Reasoning Hallucination,3,0,0.7290311866628911,5,0
OpenDeepSearch/026,2,General Assistant,Reasoning Hallucination,2,0,0.7002932245930081,6,0
OpenDeepSearch/027,4,World Knowledge,Retrieval Hallucination,1,1,0.760746595779476,3,1
OpenDeepSearch/029,2,Math,Retrieval Hallucination,1,0,0.780133173259817,5,0
OpenDeepSearch/030,0,Math,Reasoning Hallucination,1,0,0.7922777072992797,4,0
OpenDeepSearch/031,1,Math,Reasoning Hallucination,1,7,0.6182716591139155,9,0
OpenDeepSearch/032,1,Math,Reasoning Hallucination,4,0,0.7398416322602825,7,0
OpenDeepSearch/033,0,Math,Reasoning Hallucination,1,0,0.800264138927522,3,0
OpenDeepSearch/034,2,World Knowledge,Retrieval Hallucination,2,0,0.6020104362070978,9,0
OpenDeepSearch/035,3,World Knowledge,Retrieval Hallucination,1,0,0.7338304141914244,3,0
OpenDeepSearch/039,4,World Knowledge,Retrieval Hallucination,3,0,0.769037451468414,6,0
OpenDeepSearch/041,1,World Knowledge,Reasoning Hallucination,2,0,0.7499152260386097,4,0
OpenDeepSearch/042,3,World Knowledge,Retrieval Hallucination,1,0,0.7355986686992233,3,0
OpenDeepSearch/043,2,World Knowledge,Retrieval Hallucination,2,2,0.7847313093480864,4,1
OpenDeepSearch/045,3,World Knowledge,Retrieval Hallucination,1,0,0.7830768502085005,3,0
OpenDeepSearch/046,2,World Knowledge,Retrieval Hallucination,1,0,0.7905523865918799,3,0
OpenDeepSearch/047,1,Math,Reasoning Hallucination,1,0,0.7434222789475824,6,0
OpenDeepSearch/061,1,World Knowledge,Retrieval Hallucination,4,0,0.8368552011576373,6,0
OpenDeepSearch/063,4,World Knowledge,Retrieval Hallucination,1,0,0.910282555487274,3,0
OpenDeepSearch/067,0,World Knowledge,Retrieval Hallucination,3,4,0.6506078150915393,6,0
OpenDeepSearch/069,1,World Knowledge,Retrieval Hallucination,2,0,0.8852763920942804,4,0
OpenDeepSearch/070,4,World Knowledge,Retrieval Hallucination,8,3,0.617850343052153,10,0
OpenDeepSearch/074,0,World Knowledge,Reasoning Hallucination,4,0,0.7817777777234818,6,0
OpenDeepSearch/076,3,World Knowledge,Planning Hallucination,0,0,0.7067680377821498,3,1
OpenDeepSearch/078,0,World Knowledge,Planning Hallucination,0,2,0.7080948404796614,4,0
OpenDeepSearch/079,2,World Knowledge,Planning Hallucination,0,1,0.7219859260072363,3,0
OpenDeepSearch/080,0,World Knowledge,Planning Hallucination,0,2,0.6997944229411676,4,0
OpenDeepSearch/081,3,World Knowledge,Retrieval Hallucination,1,0,0.865142845658368,4,0
OpenDeepSearch/082,1,World Knowledge,Reasoning Hallucination,2,0,0.8862085027607179,3,0
OpenDeepSearch/086,1,World Knowledge,Retrieval Hallucination,1,0,0.9009117470497958,3,0
OpenDeepSearch/087,0,World Knowledge,Retrieval Hallucination,3,0,0.7859364589393594,5,0
OpenDeepSearch/088,0,Science,Planning Hallucination,0,1,0.7843804952275795,3,0
OpenDeepSearch/089,3,Science,Planning Hallucination,0,3,0.7209955355984292,5,0
OpenDeepSearch/090,4,Science,Planning Hallucination,0,0,0.8074349029624819,4,1
OpenDeepSearch/091,2,Science,Planning Hallucination,0,0,0.8139939933008267,4,1
OpenDeepSearch/095,4,Math,Reasoning Hallucination,2,0,0.7084439709484137,4,0
OpenDeepSearch/096,2,Math,Planning Hallucination,0,0,0.6935743957707146,6,1
OpenDeepSearch/097,0,Math,Planning Hallucination,0,0,0.7947239871608549,3,1
OpenDeepSearch/098,1,Math,Planning Hallucination,0,0,0.860416575262002,3,1
OpenManus/002,1,General Assistant,Retrieval Hallucination,4,4,0.6546013522406091,7,1
OpenManus/003,4,Science,Reasoning Hallucination,0,0,0.7648228379160055,5,1
OpenManus/004,0,Math,Reasoning Hallucination,4,3,0.7628917242764888,6,0
OpenManus/005,4,World Knowledge,Retrieval Hallucination,2,0,0.6785895360817449,5,0
OpenManus/006,2,General Assistant,Reasoning Hallucination,2,1,0.656499209540018,7,0
OpenManus/007,3,World Knowledge,Retrieval Hallucination,1,0,0.8001980856959875,3,0
OpenManus/009,1,World Knowledge,Retrieval Hallucination,2,0,0.7682741501811609,4,0
OpenManus/010,4,Math,Reasoning Hallucination,0,5,0.6751723852581804,8,0
OpenManus/011,0,Science,Human-Interaction Hallucination,1,1,0.8062553865351959,4,1
OpenManus/013,3,Science,Reasoning Hallucination,0,3,0.6340039541061434,6,0
OpenManus/014,2,World Knowledge,Human-Interaction Hallucination,12,1,0.6377751810752852,13,0
OpenManus/015,4,World Knowledge,Retrieval Hallucination,1,0,0.7004249848061622,6,0
OpenManus/017,4,Math,Reasoning Hallucination,2,1,0.6064232820954434,9,0
OpenManus/018,4,Math,Human-Interaction Hallucination,7,6,0.5671667341086721,9,0
OpenManus/019,3,Math,Reasoning Hallucination,0,1,0.7409409386932027,5,0
OpenManus/020,3,Math,Reasoning Hallucination,0,0,0.6277918138403161,7,1
OpenManus/021,1,Math,Reasoning Hallucination,0,0,0.8175086613820468,6,1
OpenManus/022,0,Math,Reasoning Hallucination,5,3,0.6633866108175116,7,0
OpenManus/023,2,Math,Reasoning Hallucination,0,0,0.7923726708553153,5,1
