id,row_index,fold,target,prob_hallucination,pred_hallucination,subject,hallucination_category
BFCL/029,29,1,0,0.5768435283011615,1,Tool Use,Unknown Type
BFCL/030,30,1,1,0.6081982593090569,1,Tool Use,Unknown Type
BFCL/031,31,0,1,0.29252223387783954,0,Tool Use,Unknown Type
BFCL/032,32,4,1,0.24028543223954088,0,Tool Use,Unknown Type
BFCL/033,33,2,0,0.4982613320287392,0,Tool Use,Unknown Type
BFCL/034,34,0,1,0.45664315433971,0,Tool Use,Unknown Type
BFCL/035,35,2,1,0.6310249331428688,1,Tool Use,Unknown Type
BFCL/036,36,1,0,0.3867871092664769,0,Tool Use,Unknown Type
BFCL/037,37,0,1,0.6492998018312892,1,Tool Use,Unknown Type
BFCL/038,38,0,0,0.5738404341664907,1,Tool Use,Unknown Type
BFCL/039,39,4,1,0.5540856115626202,1,Tool Use,Unknown Type
BFCL/040,40,0,1,0.45576385667561087,0,Tool Use,Unknown Type
BFCL/041,41,3,1,0.5180507796018846,1,Tool Use,Unknown Type
BFCL/042,42,3,1,0.4893433751497365,0,Tool Use,Unknown Type
BFCL/043,43,2,1,0.5264555589029636,1,Tool Use,Unknown Type
BFCL/044,44,4,1,0.48198487045510985,0,Tool Use,Unknown Type
BFCL/045,45,2,0,0.48399958301727936,0,Tool Use,Unknown Type
BFCL/046,46,1,1,0.6583782665783549,1,Tool Use,Unknown Type
BFCL/047,47,4,1,0.34661808858571874,0,Tool Use,Unknown Type
BFCL/048,48,0,1,0.34289226073715284,0,Tool Use,Unknown Type
BFCL/049,49,0,1,0.5006898979103628,1,Tool Use,Unknown Type
BFCL/050,50,4,0,0.6285628739861188,1,Tool Use,Unknown Type
BFCL/051,51,1,1,0.39074609336015415,0,Tool Use,Unknown Type
BFCL/052,52,3,1,0.5416802282869019,1,Tool Use,Unknown Type
BFCL/053,53,1,0,0.4027117399970911,0,Tool Use,Unknown Type
BFCL/054,54,3,1,0.4232086926406461,0,Tool Use,Unknown Type
BFCL/055,55,1,0,0.430144312811436,0,Tool Use,Unknown Type
BFCL/056,56,0,1,0.3774594772097599,0,Tool Use,Unknown Type
BFCL/057,57,4,1,0.5373906148212066,1,Tool Use,Unknown Type
BFCL/058,58,4,1,0.30935984808427797,0,Tool Use,Unknown Type
BFCL/059,59,3,1,0.5041572449786945,1,Tool Use,Unknown Type
BFCL/060,60,0,1,0.2939113959785134,0,Tool Use,Unknown Type
BFCL/061,61,1,1,0.5878927130190795,1,Tool Use,Unknown Type
BFCL/062,62,3,1,0.490146641444008,0,Tool Use,Unknown Type
BFCL/063,63,1,1,0.4217754211266928,0,Tool Use,Unknown Type
BFCL/064,64,2,1,0.5268113561736093,1,Tool Use,Unknown Type
BFCL/065,65,4,0,0.7170250055215794,1,Tool Use,Unknown Type
BFCL/066,66,0,1,0.4434499698366481,0,Tool Use,Unknown Type
BFCL/067,67,0,1,0.6511601395156434,1,Tool Use,Unknown Type
BFCL/068,68,2,0,0.4687749198613221,0,Tool Use,Unknown Type
BFCL/069,69,0,1,0.4167113436149701,0,Tool Use,Unknown Type
BFCL/070,70,3,1,0.5250929180765058,1,Tool Use,Unknown Type
BFCL/071,71,3,1,0.47593655918440353,0,Tool Use,Unknown Type
BFCL/072,72,2,1,0.26444414105836367,0,Tool Use,Unknown Type
BFCL/073,73,1,0,0.4213893578823508,0,Tool Use,Unknown Type
BFCL/074,74,1,1,0.5861210597564869,1,Tool Use,Unknown Type
BFCL/075,75,0,1,0.5009151940891358,1,Tool Use,Unknown Type
BFCL/076,76,4,1,0.2293115074458875,0,Tool Use,Unknown Type
BFCL/077,77,0,1,0.2762286428853574,0,Tool Use,Unknown Type
BFCL/078,78,4,1,0.3546395458415487,0,Tool Use,Unknown Type
BFCL/079,79,2,0,0.5899412622269093,1,Tool Use,Unknown Type
BFCL/080,80,1,1,0.6408310087517922,1,Tool Use,Unknown Type
BFCL/081,81,0,1,0.4662161885125704,0,Tool Use,Unknown Type
BFCL/082,82,0,1,0.4676158579268724,0,Tool Use,Unknown Type
BFCL/083,83,3,1,0.26337622697108964,0,Tool Use,Unknown Type
BFCL/084,84,3,0,0.6386542697707366,1,Tool Use,Unknown Type
BFCL/085,85,4,1,0.4839586255342526,0,Tool Use,Unknown Type
BFCL/086,86,0,1,0.39681894400055734,0,Tool Use,Unknown Type
BFCL/087,87,4,1,0.43952549375627536,0,Tool Use,Unknown Type
BFCL/088,88,1,0,0.4371456734143042,0,Tool Use,Unknown Type
BFCL/089,89,4,1,0.27786481479345165,0,Tool Use,Unknown Type
BFCL/090,90,3,0,0.5420453702590488,1,Tool Use,Unknown Type
BFCL/091,91,2,1,0.43583171288993494,0,Tool Use,Unknown Type
BFCL/092,92,4,0,0.28568956599281187,0,Tool Use,Unknown Type
BFCL/093,93,3,1,0.3643274361035602,0,Tool Use,Unknown Type
BFCL/094,94,1,1,0.5926739580485941,1,Tool Use,Unknown Type
BFCL/095,95,3,0,0.4738324541267289,0,Tool Use,Unknown Type
BFCL/096,96,1,0,0.6290736944263382,1,Tool Use,Unknown Type
BFCL/097,97,4,1,0.6600164373440367,1,Tool Use,Unknown Type
BFCL/098,98,4,1,0.2988586786290283,0,Tool Use,Unknown Type
BFCL/099,99,1,0,0.6700800208824687,1,Tool Use,Unknown Type
BFCL/100,100,0,0,0.35801599900510367,0,Tool Use,Unknown Type
BFCL/101,101,0,1,0.48120105050355666,0,Tool Use,Unknown Type
BFCL/102,102,2,0,0.5713769039054977,1,Tool Use,Unknown Type
BFCL/103,103,2,1,0.5978925345507634,1,Tool Use,Unknown Type
BFCL/104,104,2,1,0.45684597124418785,0,Tool Use,Unknown Type
BFCL/105,105,2,0,0.5422981965465925,1,Tool Use,Unknown Type
BFCL/106,106,1,0,0.5747634357221268,1,Tool Use,Unknown Type
BFCL/107,107,1,0,0.43444208957309216,0,Tool Use,Unknown Type
BFCL/108,108,3,1,0.45666835307031206,0,Tool Use,Unknown Type
BFCL/109,109,2,0,0.6556850998720342,1,Tool Use,Unknown Type
BFCL/110,110,0,1,0.42524624824099166,0,Tool Use,Unknown Type
BFCL/111,111,1,1,0.4665539107793827,0,Tool Use,Unknown Type
BFCL/112,112,4,1,0.4736148875390839,0,Tool Use,Unknown Type
BFCL/113,113,3,0,0.5638815554647713,1,Tool Use,Unknown Type
BFCL/114,114,2,0,0.35193743013500783,0,Tool Use,Unknown Type
BFCL/115,115,1,1,0.3371349498292516,0,Tool Use,Unknown Type
BFCL/116,116,0,0,0.421135234005576,0,Tool Use,Unknown Type
BFCL/117,117,3,1,0.5040341544058053,1,Tool Use,Unknown Type
BFCL/118,118,2,1,0.40930894680015484,0,Tool Use,Unknown Type
BFCL/119,119,3,0,0.51128909932379,1,Tool Use,Unknown Type
BFCL/120,120,3,0,0.32315580272850136,0,Tool Use,Unknown Type
BFCL/121,121,3,0,0.3623695469673631,0,Tool Use,Unknown Type
BFCL/122,122,3,1,0.6392359572307633,1,Tool Use,Unknown Type
BFCL/123,123,0,1,0.34916474044897394,0,Tool Use,Unknown Type
BFCL/124,124,0,0,0.3992992081184767,0,Tool Use,Unknown Type
BFCL/125,125,2,0,0.6718496161405538,1,Tool Use,Unknown Type
BFCL/126,126,0,1,0.4530738136000579,0,Tool Use,Unknown Type
BFCL/127,127,3,0,0.4645903997358855,0,Tool Use,Unknown Type
BFCL/128,128,0,0,0.400032628862253,0,Tool Use,Unknown Type
BFCL/129,129,1,1,0.6807194554486459,1,Tool Use,Unknown Type
BFCL/130,130,3,1,0.2972764480874801,0,Tool Use,Unknown Type
BFCL/131,131,1,1,0.7164903819550277,1,Tool Use,Unknown Type
BFCL/132,132,1,0,0.4530538925821292,0,Tool Use,Unknown Type
BFCL/133,133,1,1,0.636799222562579,1,Tool Use,Unknown Type
BFCL/134,134,3,0,0.574363085496531,1,Tool Use,Unknown Type
BFCL/135,135,2,0,0.406985679207212,0,Tool Use,Unknown Type
BFCL/136,136,0,1,0.38603067823057186,0,Tool Use,Unknown Type
BFCL/137,137,0,0,0.46210604260379334,0,Tool Use,Unknown Type
BFCL/138,138,1,1,0.3535083351980325,0,Tool Use,Unknown Type
BFCL/139,139,0,1,0.3971415961787533,0,Tool Use,Unknown Type
BFCL/140,140,0,1,0.6962793378695517,1,Tool Use,Unknown Type
BFCL/141,141,0,1,0.7063305627830604,1,Tool Use,Unknown Type
BFCL/142,142,1,0,0.4148474265611793,0,Tool Use,Unknown Type
BFCL/143,143,4,0,0.4689553655308647,0,Tool Use,Unknown Type
BFCL/144,144,2,1,0.6494816837939158,1,Tool Use,Unknown Type
BFCL/145,145,0,0,0.4758066277172631,0,Tool Use,Unknown Type
BFCL/146,146,2,1,0.5972936007368557,1,Tool Use,Unknown Type
BFCL/147,147,4,0,0.5228585275265633,1,Tool Use,Unknown Type
BFCL/148,148,0,1,0.50343287953664,1,Tool Use,Unknown Type
BFCL/149,149,3,0,0.5005733146521344,1,Tool Use,Unknown Type
BFCL/150,150,0,0,0.593885714766106,1,Tool Use,Unknown Type
BFCL/151,151,0,1,0.43127021086191253,0,Tool Use,Unknown Type
BFCL/152,152,3,0,0.503678823797878,1,Tool Use,Unknown Type
BFCL/153,153,3,1,0.44897469543178437,0,Tool Use,Unknown Type
BFCL/154,154,1,0,0.49861885414271867,0,Tool Use,Unknown Type
BFCL/155,155,2,1,0.5130891799884184,1,Tool Use,Unknown Type
BFCL/156,156,2,1,0.6129042268670135,1,Tool Use,Unknown Type
BFCL/157,157,0,0,0.4113656566182752,0,Tool Use,Unknown Type
BFCL/158,158,4,1,0.37660040809573486,0,Tool Use,Unknown Type
BFCL/159,159,1,1,0.44239345157747395,0,Tool Use,Unknown Type
BFCL/160,160,2,1,0.6992359743965142,1,Tool Use,Unknown Type
BFCL/161,161,4,1,0.4429541800092508,0,Tool Use,Unknown Type
BFCL/162,162,4,1,0.4836351812598662,0,Tool Use,Unknown Type
BFCL/163,163,3,0,0.5916593859107635,1,Tool Use,Unknown Type
Camel/000,164,2,1,0.5358466424621926,1,Math,Unknown Type
Camel/001,165,3,0,0.7202602268794034,1,Science,Unknown Type
Camel/002,166,2,0,0.48747505642441047,0,General Assistant,Unknown Type
Camel/003,167,4,1,0.3463003616022945,0,Math,Unknown Type
Camel/004,168,1,1,0.43844716571343845,0,Science,Unknown Type
Camel/005,169,1,1,0.5477192327284919,1,General Assistant,Unknown Type
Camel/006,170,0,1,0.795181294126206,1,Science,Unknown Type
Camel/007,171,1,0,0.6156203996901215,1,Science,Unknown Type
Camel/008,172,0,1,0.49461136495288477,0,Math,Unknown Type
Camel/009,173,1,1,0.5419823767642168,1,Math,Unknown Type
Camel/010,174,1,0,0.4709581517698388,0,General Assistant,Unknown Type
Camel/011,175,1,1,0.5239588449132547,1,Science,Unknown Type
Camel/012,176,4,1,0.6067472138849956,1,General Assistant,Unknown Type
Camel/013,177,1,0,0.5515547336289702,1,General Assistant,Unknown Type
Camel/014,178,4,1,0.7873836803358077,1,Science,Unknown Type
Camel/015,179,4,0,0.37759883035192204,0,General Assistant,Unknown Type
Camel/016,180,0,1,0.45826001633215324,0,World Knowledge,Unknown Type
Camel/017,181,1,0,0.44952988849729447,0,Science,Unknown Type
Camel/018,182,4,1,0.6632754133659732,1,Science,Unknown Type
Camel/019,183,3,1,0.6018781451982465,1,General Assistant,Unknown Type
Camel/020,184,3,1,0.393141453190881,0,World Knowledge,Unknown Type
Camel/021,185,0,1,0.6631294189061748,1,Science,Unknown Type
Camel/022,186,0,1,0.34716124633724177,0,General Assistant,Unknown Type
Camel/023,187,2,0,0.48675275393879747,0,General Assistant,Unknown Type
Camel/024,188,2,1,0.3767773634574405,0,General Assistant,Unknown Type
Camel/025,189,1,0,0.5028935827535924,1,Math,Unknown Type
Camel/026,190,0,1,0.304525325963969,0,Math,Unknown Type
Camel/027,191,4,1,0.28842092131992647,0,Math,Unknown Type
Camel/028,192,1,0,0.3891018804708642,0,World Knowledge,Unknown Type
Camel/029,193,1,1,0.4443210362612976,0,World Knowledge,Unknown Type
Camel/030,194,0,1,0.41450671038734377,0,Science,Unknown Type
Camel/031,195,1,1,0.4396052088424786,0,Science,Unknown Type
Camel/032,196,3,1,0.5899103781811859,1,Science,Unknown Type
Camel/033,197,2,0,0.3318200198223025,0,Science,Unknown Type
Camel/034,198,3,1,0.4219257160581298,0,General Assistant,Unknown Type
Camel/035,199,0,0,0.6873540126001149,1,General Assistant,Unknown Type
Camel/036,200,1,0,0.5063082277396019,1,General Assistant,Unknown Type
Camel/037,201,0,1,0.42748860512674863,0,General Assistant,Unknown Type
Camel/038,202,2,1,0.8899322281755921,1,General Assistant,Unknown Type
Camel/039,203,1,1,0.3964276310475974,0,World Knowledge,Unknown Type
Camel/040,204,3,0,0.38779461804892595,0,World Knowledge,Unknown Type
Camel/041,205,4,0,0.9615306969582299,1,World Knowledge,Unknown Type
Camel/042,206,0,0,0.4647743662148985,0,World Knowledge,Unknown Type
Camel/043,207,1,0,0.3485653075383182,0,World Knowledge,Unknown Type
Camel/044,208,0,1,0.5863494933893985,1,World Knowledge,Unknown Type
Camel/045,209,0,1,0.533492061491754,1,World Knowledge,Unknown Type
Camel/046,210,4,1,0.7777475014636108,1,World Knowledge,Unknown Type
Camel/047,211,2,0,0.4113467488302589,0,World Knowledge,Unknown Type
Camel/048,212,4,0,0.816480101783433,1,World Knowledge,Unknown Type
Camel/049,213,1,1,0.35824800550404423,0,World Knowledge,Unknown Type
Camel/050,214,4,0,0.42800247969252636,0,World Knowledge,Unknown Type
Camel/051,215,3,1,0.508396718163121,1,World Knowledge,Unknown Type
Camel/052,216,4,1,0.644955531698582,1,Science,Unknown Type
Camel/053,217,1,1,0.5729216329735446,1,Science,Unknown Type
Camel/054,218,1,1,0.5824889422888511,1,Science,Unknown Type
Camel/055,219,4,1,0.464285354955735,0,Science,Unknown Type
Camel/056,220,3,1,0.6287320175267728,1,Science,Unknown Type
Camel/057,221,4,1,0.7623747744020011,1,Science,Unknown Type
Camel/058,222,3,1,0.39842903568382054,0,Science,Unknown Type
Camel/059,223,3,1,0.26106076641488,0,Science,Unknown Type
Camel/060,224,3,1,0.5533657093896115,1,Science,Unknown Type
Camel/061,225,0,0,0.6581854581910646,1,Science,Unknown Type
Camel/062,226,2,0,0.937967737704123,1,Science,Unknown Type
Camel/063,227,4,1,0.5493989576904497,1,Science,Unknown Type
Camel/064,228,4,0,0.35493986937920496,0,Science,Unknown Type
Camel/065,229,1,1,0.6948529857096416,1,Science,Unknown Type
Camel/066,230,3,1,0.6250138286335595,1,Science,Unknown Type
Camel/067,231,2,1,0.670148716153601,1,Science,Unknown Type
Camel/068,232,4,0,0.3877538417799264,0,Science,Unknown Type
Camel/069,233,1,0,0.48956114697534864,0,Science,Unknown Type
Camel/070,234,1,1,0.5543994678953489,1,Science,Unknown Type
Camel/071,235,2,1,0.17428568068523628,0,Science,Unknown Type
Camel/072,236,1,1,0.2446699950292684,0,Science,Unknown Type
Camel/073,237,2,1,0.6275727701790017,1,Science,Unknown Type
Camel/074,238,1,1,0.8279412318073972,1,Science,Unknown Type
Camel/075,239,2,1,0.41556149818348104,0,Science,Unknown Type
Camel/076,240,0,0,0.6155105418318513,1,Math,Unknown Type
Camel/077,241,0,0,0.5505407133447837,1,Math,Unknown Type
Camel/078,242,1,0,0.3715106476432483,0,Math,Unknown Type
Camel/079,243,2,0,0.5662196668737587,1,Math,Unknown Type
Camel/080,244,0,0,0.3383815696088773,0,Math,Unknown Type
Camel/081,245,4,0,0.31200887976517966,0,Math,Unknown Type
Camel/082,246,4,0,0.5714366812603985,1,Math,Unknown Type
Camel/083,247,0,0,0.6418698477554436,1,Math,Unknown Type
Camel/084,248,2,0,0.4660105275161272,0,Math,Unknown Type
Camel/085,249,4,0,0.36277903781059045,0,Math,Unknown Type
Camel/086,250,3,0,0.23562411624648022,0,Math,Unknown Type
Camel/087,251,1,1,0.45377684334470425,0,Math,Unknown Type
Camel/088,252,2,1,0.4621603878197683,0,Math,Unknown Type
Camel/089,253,2,1,0.4829191344443923,0,Math,Unknown Type
Camel/090,254,0,1,0.39518155048816905,0,Math,Unknown Type
Camel/091,255,2,1,0.5504815365132534,1,Math,Unknown Type
Camel/092,256,3,1,0.5419436488880156,1,Math,Unknown Type
Magentic_One/000,257,2,0,0.8776944507880183,1,World Knowledge,Unknown Type
Magentic_One/001,258,0,1,0.5095504623745679,1,Science,Unknown Type
Magentic_One/002,259,2,1,0.6117770116244744,1,Science,Unknown Type
Magentic_One/003,260,2,0,0.45676698098280927,0,World Knowledge,Unknown Type
Magentic_One/004,261,0,0,0.30894005111209993,0,General Assistant,Unknown Type
Magentic_One/005,262,4,1,0.436525413860034,0,World Knowledge,Unknown Type
Magentic_One/006,263,4,0,0.3480905192483857,0,World Knowledge,Unknown Type
Magentic_One/007,264,3,1,0.4600428797536725,0,Science,Unknown Type
Magentic_One/008,265,1,1,0.40337004100174556,0,General Assistant,Unknown Type
Magentic_One/009,266,3,0,0.45928577417133576,0,General Assistant,Unknown Type
Magentic_One/010,267,2,1,0.7075311371728804,1,Science,Unknown Type
Magentic_One/011,268,4,1,0.5837958053009841,1,Science,Unknown Type
Magentic_One/012,269,3,1,0.43610652043877457,0,Math,Unknown Type
Magentic_One/013,270,3,1,0.37835553414884293,0,General Assistant,Unknown Type
Magentic_One/014,271,1,0,0.4703252104859967,0,Science,Unknown Type
Magentic_One/015,272,3,0,0.6156924907997053,1,Science,Unknown Type
Magentic_One/016,273,1,1,0.5659914859399735,1,World Knowledge,Unknown Type
Magentic_One/017,274,2,1,0.7800629427496427,1,General Assistant,Unknown Type
Magentic_One/018,275,2,1,0.5760821921582244,1,Math,Unknown Type
Magentic_One/019,276,3,1,0.32174892942444167,0,World Knowledge,Unknown Type
Magentic_One/020,277,2,1,0.4394302868228721,0,General Assistant,Unknown Type
Magentic_One/021,278,0,1,0.5817538491035129,1,World Knowledge,Unknown Type
Magentic_One/022,279,1,1,0.47837617648747,0,World Knowledge,Unknown Type
Magentic_One/023,280,3,1,0.7536124283334256,1,Math,Unknown Type
Magentic_One/024,281,2,1,0.5051033441277867,1,World Knowledge,Unknown Type
Magentic_One/025,282,2,1,0.5436897764252479,1,World Knowledge,Unknown Type
Magentic_One/026,283,0,0,0.3508823911230613,0,General Assistant,Unknown Type
Magentic_One/027,284,3,0,0.6324104058036576,1,Science,Unknown Type
Magentic_One/028,285,4,1,0.648167642121673,1,Science,Unknown Type
Magentic_One/029,286,0,0,0.34972905736155074,0,Math,Unknown Type
Magentic_One/030,287,4,0,0.6712423629014784,1,Math,Unknown Type
Magentic_One/031,288,0,1,0.39558591657253034,0,Math,Unknown Type
Magentic_One/032,289,1,1,0.678860609623144,1,Math,Unknown Type
Magentic_One/033,290,3,0,0.38638513650741707,0,Math,Unknown Type
Magentic_One/034,291,4,1,0.3796673783438026,0,World Knowledge,Unknown Type
Magentic_One/035,292,2,1,0.3421247584051088,0,World Knowledge,Unknown Type
Magentic_One/036,293,0,0,0.4171802494634916,0,World Knowledge,Unknown Type
Magentic_One/037,294,0,1,0.500773699714947,1,World Knowledge,Unknown Type
Magentic_One/038,295,3,1,0.515389012073325,1,World Knowledge,Unknown Type
Magentic_One/039,296,2,0,0.38459165291231434,0,World Knowledge,Unknown Type
Magentic_One/040,297,2,0,0.427172429629077,0,World Knowledge,Unknown Type
Magentic_One/041,298,4,1,0.7324959347043806,1,World Knowledge,Unknown Type
Magentic_One/042,299,1,1,0.3117347300960461,0,World Knowledge,Unknown Type
Magentic_One/043,300,1,1,0.47825659925512504,0,Math,Unknown Type
Magentic_One/044,301,4,0,0.6909992430210047,1,Science,Unknown Type
Magentic_One/045,302,1,1,0.4969846371814154,0,Science,Unknown Type
Magentic_One/046,303,2,1,0.57071824129956,1,Science,Unknown Type
Magentic_One/047,304,0,1,0.4489769598022607,0,Science,Unknown Type
Magentic_One/048,305,1,0,0.4482618792060714,0,Science,Unknown Type
Magentic_One/049,306,2,0,0.4153726056802368,0,Science,Unknown Type
Magentic_One/050,307,2,0,0.3850782274213562,0,General Assistant,Unknown Type
Magentic_One/051,308,3,1,0.4107933624660259,0,General Assistant,Unknown Type
Magentic_One/052,309,1,1,0.3042102059993658,0,General Assistant,Unknown Type
Magentic_One/053,310,1,0,0.3222830673194992,0,General Assistant,Unknown Type
Magentic_One/054,311,0,1,0.6058900316205886,1,General Assistant,Unknown Type
Magentic_One/055,312,3,0,0.5313610132469604,1,General Assistant,Unknown Type
Magentic_One/056,313,4,0,0.7499074511691856,1,General Assistant,Unknown Type
Magentic_One/057,314,3,0,0.5091992290621734,1,General Assistant,Unknown Type
Magentic_One/058,315,0,1,0.34455986302148456,0,General Assistant,Unknown Type
Magentic_One/059,316,3,1,0.22068635823952934,0,General Assistant,Unknown Type
Magentic_One/060,317,0,0,0.3888299968655092,0,General Assistant,Unknown Type
Magentic_One/061,318,1,1,0.15227298280169885,0,General Assistant,Unknown Type
Magentic_One/062,319,2,0,0.5442059433340445,1,General Assistant,Unknown Type
Magentic_One/063,320,2,0,0.34078187030882645,0,World Knowledge,Unknown Type
Magentic_One/064,321,4,0,0.41012339661116193,0,World Knowledge,Unknown Type
Magentic_One/065,322,2,0,0.2681054739742461,0,World Knowledge,Unknown Type
Magentic_One/066,323,4,0,0.4304849533044573,0,World Knowledge,Unknown Type
Magentic_One/067,324,2,0,0.5700673890770233,1,World Knowledge,Unknown Type
Magentic_One/068,325,2,0,0.3817063161222288,0,World Knowledge,Unknown Type
Magentic_One/069,326,4,1,0.3657762344136644,0,World Knowledge,Unknown Type
Magentic_One/070,327,1,0,0.5369434989393949,1,World Knowledge,Unknown Type
Magentic_One/071,328,3,1,0.5548158607824463,1,World Knowledge,Unknown Type
Magentic_One/072,329,1,0,0.3930733222914213,0,Science,Unknown Type
Magentic_One/073,330,2,1,0.8422440055781634,1,Science,Unknown Type
Magentic_One/074,331,2,1,0.3734721293315556,0,Science,Unknown Type
Magentic_One/075,332,2,1,0.50563217598764,1,Science,Unknown Type
Magentic_One/076,333,4,1,0.40184993900351,0,Science,Unknown Type
Magentic_One/077,334,4,0,0.9288842293262863,1,Science,Unknown Type
Magentic_One/078,335,2,1,0.30607099649359387,0,Science,Unknown Type
Magentic_One/079,336,1,1,0.4809082604831658,0,Science,Unknown Type
Magentic_One/080,337,0,0,0.8044486813466631,1,Science,Unknown Type
Magentic_One/081,338,0,0,0.4599702732104386,0,Science,Unknown Type
Magentic_One/082,339,4,0,0.8251261393201136,1,Science,Unknown Type
Magentic_One/083,340,4,0,0.8558502210222682,1,Science,Unknown Type
Magentic_One/084,341,4,1,0.9318424671064468,1,Science,Unknown Type
Magentic_One/085,342,0,0,0.6464606149612305,1,Math,Unknown Type
Magentic_One/086,343,4,0,0.9016466317009816,1,Math,Unknown Type
Magentic_One/087,344,1,1,0.3906837074030252,0,Math,Unknown Type
Magentic_One/088,345,4,1,0.4154820876730797,0,Math,Unknown Type
Magentic_One/089,346,1,1,0.43196040833910165,0,Math,Unknown Type
Magentic_One/090,347,0,1,0.3698737889578623,0,Math,Unknown Type
Magentic_One/091,348,1,1,0.5896205672038342,1,Math,Unknown Type
Magentic_One/092,349,3,1,0.3701078154571817,0,Math,Unknown Type
Magentic_One/093,350,0,1,0.4042605997674728,0,Math,Unknown Type
Octotools/000,351,2,0,0.9342141097219251,1,World Knowledge,Unknown Type
Octotools/001,352,3,0,0.6010787476672661,1,General Assistant,Unknown Type
Octotools/002,353,4,1,0.6632912229795077,1,Math,Unknown Type
Octotools/003,354,1,0,0.29656084630157564,0,Math,Unknown Type
Octotools/004,355,2,0,0.68614963401621,1,Math,Unknown Type
Octotools/005,356,1,1,0.268628352431246,0,Science,Unknown Type
Octotools/006,357,3,1,0.7842078596663622,1,World Knowledge,Unknown Type
Octotools/007,358,0,0,0.6238301192713964,1,General Assistant,Unknown Type
Octotools/008,359,1,1,0.6782198611353256,1,General Assistant,Unknown Type
Octotools/009,360,1,1,0.7051116077411423,1,Science,Unknown Type
Octotools/010,361,3,1,0.3828519890420675,0,Science,Unknown Type
Octotools/011,362,3,1,0.8328736716765093,1,General Assistant,Unknown Type
Octotools/012,363,2,1,0.7022322526559456,1,Math,Unknown Type
Octotools/013,364,0,0,0.7230580436533639,1,World Knowledge,Unknown Type
Octotools/014,365,1,1,0.7646722424410326,1,Science,Unknown Type
Octotools/015,366,4,1,0.5452307174058819,1,World Knowledge,Unknown Type
Octotools/016,367,3,0,0.46255359748979497,0,General Assistant,Unknown Type
Octotools/017,368,0,1,0.7871522487925956,1,Math,Unknown Type
Octotools/018,369,0,1,0.39849530234390534,0,General Assistant,Unknown Type
Octotools/019,370,0,1,0.4236416547177854,0,Science,Unknown Type
Octotools/020,371,3,0,0.5438623168778286,1,Math,Unknown Type
Octotools/021,372,1,1,0.48294364214917923,0,Science,Unknown Type
Octotools/022,373,1,1,0.454129848537523,0,Math,Unknown Type
Octotools/023,374,3,1,0.35700030912119923,0,World Knowledge,Unknown Type
Octotools/024,375,2,1,0.3241840017845898,0,World Knowledge,Unknown Type
Octotools/025,376,2,1,0.45814510001163256,0,World Knowledge,Unknown Type
Octotools/026,377,0,1,0.6639322771358945,1,World Knowledge,Unknown Type
Octotools/027,378,4,1,0.4081319938862769,0,World Knowledge,Unknown Type
Octotools/028,379,4,0,0.639016674839722,1,World Knowledge,Unknown Type
Octotools/029,380,4,1,0.5857476705931165,1,Math,Unknown Type
Octotools/030,381,4,1,0.08248828665312569,0,Math,Unknown Type
Octotools/031,382,3,1,0.5028610737372146,1,Math,Unknown Type
